AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Property Management,291.4,2009-02-04
Fire & Emergency Medical Services,176.56,2009-08-21
Fire & Emergency Medical Services,227.2,2009-01-22
Department on Disability Services,235.0,2009-02-11
Metropolitan Police Department,32.0,2009-11-23
Metropolitan Police Department,48.0,2009-08-26
Fire & Emergency Medical Services,65.59,2009-05-01
Department of Health,755.37,2009-03-22
Fire & Emergency Medical Services,205.0,2009-10-09
Office of the State Superintendent of Education,188.68,2009-07-17
Office of Community Affairs,2320.0,2009-04-27
Office of Contracting & Procurement,139.68,2009-04-29
Department of Public Works,470.0,2009-09-29
Fire & Emergency Medical Services,1505.03,2009-04-17
Department of Consumer & Regulatory Affairs,402.13,2009-03-15
District Department of Transportation,127.31,2009-09-11
Office of the State Superintendent of Education,41.4,2009-07-08
Office of the Secretary,209.97,2009-12-21
Department of Property Management,395.0,2009-06-03
Department of Parks & Recreation,38.76,2009-11-23
District Department of Transportation,384.58,2009-09-26
District Department of the Environment,282.6,2009-07-21
District Department of the Environment,5.5,2009-06-05
Office of Municipal Planning,120.0,2009-09-18
Department of Health,1101.75,2009-07-28
Department of Motor Vehicles,19.95,2009-12-30
Contract Appeals Board,314.0,2009-03-16
University of the District of Columbia,297.02,2009-12-17
District Department of the Environment,314.9,2009-12-29
Department of Health,70.6,2009-12-18
District Department of the Environment,180.4,2009-05-09
Department of Consumer & Regulatory Affairs,660.0,2009-02-09
Department of Health,664.18,2009-07-29
Office of Unified Communications,240.0,2009-12-03
Office of the State Superintendent of Education,297.22,2009-10-16
Department of Employment Services,462.4,2009-04-23
Department of  Youth Rehabilitation Services,108.66,2009-01-20
Office of the State Superintendent of Education,29.74,2009-07-13
DC Taxicab Commission,548.8,2009-02-24
DC Department of Human Resources,160.0,2009-07-02
Metropolitan Police Department,1680.0,2009-06-30
Fire & Emergency Medical Services,1848.12,2009-03-13
DC Taxicab Commission,652.0,2009-10-26
Department of Mental Health,308.4,2009-11-12
District Department of Transportation,56.45,2009-08-31
Fire & Emergency Medical Services,147.96,2009-10-22
Department of Health,359.0,2009-01-05
District Department of Transportation,805.52,2009-03-08
Office of Public Educational Facilities Modernization,450.0,2009-09-11
Department of Human Services,553.98,2009-07-21
Department of  Youth Rehabilitation Services,545.0,2009-05-27
Metropolitan Police Department,41.99,2009-11-21
Office of the Mayor,63.82,2009-10-13
Department of  Youth Rehabilitation Services,95.0,2009-04-17
Department of Parks & Recreation,1889.9,2009-09-24
Office of the Tenant Advocate,-726.29,2009-03-27
Office of the Attorney General,495.0,2009-11-20
Metropolitan Police Department,39.5,2009-10-12
Department of Small & Local Business Development,664.9,2009-07-16
Office of Finance & Resource Management,2272.45,2009-04-08
Department of Property Management,153.79,2009-02-18
DC National Guard,590.23,2009-06-22
Fire & Emergency Medical Services,113.23,2009-08-14
Office of the Tenant Advocate,1120.0,2009-05-28
Department of Human Services,1950.0,2009-09-16
District Department of Transportation,935.97,2009-05-01
Department of Corrections,129.0,2009-01-02
City Administrator/Deputy Mayor,442.0,2009-04-17
Advisory Neighborhood Commission,70.0,2009-08-30
Department of Public Works,80.75,2009-10-14
Department of Property Management,375.0,2009-12-04
Office of Contracting & Procurement,475.85,2009-02-26
DC Department of Human Resources,44.99,2009-02-07
Fire & Emergency Medical Services,406.77,2009-05-02
Commission on Arts & Humanities,245.99,2009-05-04
Office of the Chief Financial Officer,154.99,2009-12-28
Department of Public Works,199.0,2009-10-26
Office of the Inspector General,122.18,2009-06-26
District Department of the Environment,441.9,2009-07-16
Fire & Emergency Medical Services,999.0,2009-02-23
Department on Disability Services,110.3,2009-12-14
Metropolitan Police Department,646.74,2009-09-04
Office of the Chief Financial Officer,187.26,2009-03-20
Department of Education,24.98,2009-03-20
District Department of the Environment,99.95,2009-07-23
Department of Health,1100.0,2009-01-07
Department of Small & Local Business Development,427.4,2009-11-02
Fire & Emergency Medical Services,643.3,2009-10-14
DC Public Library,1777.0,2009-03-31
Department of  Youth Rehabilitation Services,-487.5,2009-02-16
Department of Housing & Community Development,108.0,2009-04-09
Department on Disability Services,2623.05,2009-09-30
Department of  Youth Rehabilitation Services,2078.18,2009-06-10
Department of Human Services,2499.63,2009-04-22
Department of Health,199.14,2009-05-02
DC Public Library,970.85,2009-05-28
University of the District of Columbia,2000.0,2009-12-30
Office of the State Superintendent of Education,65.0,2009-07-21
Office of the Attorney General,2448.63,2009-08-13
Fire & Emergency Medical Services,35.9,2009-02-25
Fire & Emergency Medical Services,392.94,2009-07-31
District Department of Transportation,1463.0,2009-09-22
Department of Consumer & Regulatory Affairs,240.0,2009-06-03
Fire & Emergency Medical Services,1600.0,2009-03-27
Department of Health,100.0,2009-06-16
Office of Contracting & Procurement,133.86,2009-04-22
DC Department of Human Resources,418.74,2009-03-13
Department of Parks & Recreation,142.6,2009-04-06
Office of the Chief Financial Officer,264.95,2009-10-29
Office of the State Superintendent of Education,197.14,2009-12-30
District Department of the Environment,24.48,2009-04-27
City Administrator/Deputy Mayor,378.0,2009-06-17
Fire & Emergency Medical Services,1090.0,2009-08-25
Office of the Mayor,35.44,2009-09-24
Department of Housing & Community Development,-36.8,2009-06-11
Department of Parks & Recreation,25.4,2009-02-23
Fire & Emergency Medical Services,114.0,2009-12-17
District Department of the Environment,239.0,2009-11-06
Department on Disability Services,100.0,2009-08-03
Department of Property Management,40.0,2009-06-26
Department of Mental Health,59.95,2009-09-15
Department of  Youth Rehabilitation Services,80.9,2009-10-22
Office of the Chief Financial Officer,45.0,2009-01-08
Medical Liability Captive Insurance Agency,226.95,2009-04-09
District Department of Transportation,576.45,2009-07-21
Department of Consumer & Regulatory Affairs,63.21,2009-07-07
Homeland Security/Emergency Management,-225.0,2009-11-30
Department on Disability Services,143.88,2009-03-13
Child & Family Services Administration,500.0,2009-10-01
Serve DC,137.5,2009-08-12
Department of Corrections,187.5,2009-01-22
Metropolitan Police Department,110.0,2009-03-25
Department of Motor Vehicles,387.5,2009-02-05
Department of Housing & Community Development,285.0,2009-03-24
Department on Disability Services,100.0,2009-08-05
District Department of the Environment,540.0,2009-09-01
DC Public Library,21.33,2009-11-19
Office of the Chief Technology Officer,899.0,2009-12-22
District Department of the Environment,80.0,2009-09-02
Fire & Emergency Medical Services,783.54,2009-05-15
Office of the State Superintendent of Education,270.0,2009-08-21
Office of the Chief Financial Officer,120.08,2009-04-21
Office of the Attorney General,1726.25,2009-07-02
DC Department of Human Resources,-182.43,2009-09-08
Office of the Inspector General,99.99,2009-08-22
Department of Health,89.5,2009-10-29
Office of Community Affairs,1375.0,2009-02-19
Department of Motor Vehicles,154.99,2009-12-14
Metropolitan Police Department,3700.0,2009-08-25
Fire & Emergency Medical Services,1691.28,2009-02-27
Fire & Emergency Medical Services,81.96,2009-10-23
Office of Latino Affairs,39.96,2009-10-16
Office of the Chief Technology Officer,2000.0,2009-06-27
DC Public Library,692.0,2009-12-30
Fire & Emergency Medical Services,691.2,2009-08-14
University of the District of Columbia,27.77,2009-07-22
Office of the State Superintendent of Education,-15.0,2009-08-07
Office of the State Superintendent of Education,1775.52,2009-09-15
District Department of Transportation,47.56,2009-04-07
Office of Public Educational Facilities Modernization,447.51,2009-09-10
Office of the Mayor,242.0,2009-02-17
Department on Disability Services,137.04,2009-02-02
Department of Public Works,99.0,2009-12-22
Department of Motor Vehicles,676.82,2009-09-16
District Department of Transportation,998.0,2009-12-17
Department of Corrections,608.61,2009-05-23
Department of Corrections,295.01,2009-04-06
Department of Human Services,96.91,2009-02-28
Office of Police Complaints,26.25,2009-03-09
Office of the State Superintendent of Education,-425.0,2009-03-31
Fire & Emergency Medical Services,350.0,2009-12-10
Office of the Mayor,-199.95,2009-04-07
District Department of the Environment,83.4,2009-04-04
Office of Latino Affairs,30.0,2009-03-26
Department of Housing & Community Development,25.0,2009-02-23
Fire & Emergency Medical Services,50.0,2009-04-28
Office of the Chief Financial Officer,499.0,2009-06-03
Commission on Arts & Humanities,195.59,2009-09-11
Office of the Secretary,157.56,2009-09-29
Department of Employment Services,158.13,2009-12-17
District Department of Transportation,315.74,2009-01-14
District Department of Transportation,68.32,2009-05-29
Office of Human Rights,2429.35,2009-02-14
Office of the Chief Technology Officer,733.23,2009-03-17
Department on Disability Services,154.99,2009-10-26
Department of Consumer & Regulatory Affairs,-85.68,2009-09-24
Fire & Emergency Medical Services,96.0,2009-10-01
District Department of the Environment,1665.0,2009-05-15
Department of  Youth Rehabilitation Services,292.45,2009-07-31
Department of Employment Services,103.7,2009-11-27
Department of Human Services,100.0,2009-09-22
Office of Latino Affairs,15.0,2009-07-14
Office of Cable TV,279.2,2009-09-01
Department of Health,424.2,2009-04-22
Office of the State Superintendent of Education,724.0,2009-05-05
Office of the State Superintendent of Education,197.98,2009-07-08
Department of  Youth Rehabilitation Services,248.0,2009-03-24
DC Department of Human Resources,1360.0,2009-04-24
Department of Health,528.68,2009-05-07
Homeland Security/Emergency Management,149.95,2009-09-23
Office of the State Superintendent of Education,-34.0,2009-05-06
Office of Public Educational Facilities Modernization,420.0,2009-02-11
Department on Disability Services,674.6,2009-08-31
Department of  Youth Rehabilitation Services,6.99,2009-02-20
District Department of Transportation,372.0,2009-05-04
Department on Disability Services,491.43,2009-04-07
Department on Disability Services,-79.99,2009-11-17
Department on Disability Services,100.0,2009-01-27
District Department of Transportation,160.92,2009-07-07
Department of  Youth Rehabilitation Services,108.57,2009-05-20
District Department of Transportation,298.0,2009-09-25
Fire & Emergency Medical Services,-776.7,2009-12-15
Department of Health,825.95,2009-05-19
Office on Asian/Pacific Affairs,462.4,2009-04-23
Office of the State Superintendent of Education,358.94,2009-08-13
Metropolitan Police Department,962.0,2009-07-15
Department of Corrections,315.76,2009-11-29
Department of Corrections,1275.0,2009-12-30
Department of  Youth Rehabilitation Services,265.2,2009-10-13
District Department of Transportation,180.0,2009-05-07
Department of Property Management,3100.0,2009-09-25
Fire & Emergency Medical Services,959.0,2009-04-07
Fire & Emergency Medical Services,250.0,2009-04-14
Office of the Chief Financial Officer,181.78,2009-02-17
DC Department of Human Resources,1399.67,2009-06-09
Department of Health,431.66,2009-08-12
Department on Disability Services,296.6,2009-08-07
Fire & Emergency Medical Services,698.0,2009-10-20
Department of Consumer & Regulatory Affairs,110.0,2009-06-13
Office of the State Superintendent of Education,2488.5,2009-09-14
Department of Corrections,300.0,2009-05-23
Department of  Youth Rehabilitation Services,203.61,2009-09-14
Office of Public Educational Facilities Modernization,2500.0,2009-09-26
Department on Disability Services,446.2,2009-10-21
Office on Aging,225.0,2009-03-12
Commission on Arts & Humanities,250.0,2009-02-04
Department of Health,419.2,2009-04-11
Department of Mental Health,12.0,2009-06-26
Office of the Inspector General,100.0,2009-03-18
Fire & Emergency Medical Services,16.26,2009-06-28
Department of Employment Services,338.9,2009-05-15
Department of Human Services,232.5,2009-10-27
Department on Disability Services,1000.0,2009-11-12
Department on Disability Services,169.95,2009-11-09
Office of the State Superintendent of Education,105.0,2009-11-04
DC Public Library,418.5,2009-11-06
Department of Human Services,781.44,2009-09-10
Department on Disability Services,900.0,2009-05-11
Office of Community Affairs,359.43,2009-02-05
Department on Disability Services,157.14,2009-08-20
Department of Property Management,230.85,2009-09-02
University of the District of Columbia,295.0,2009-11-06
Department on Disability Services,450.0,2009-03-23
Department of Human Services,576.0,2009-01-29
Office of the Tenant Advocate,3200.0,2009-12-29
Metropolitan Police Department,214.2,2009-05-08
Homeland Security/Emergency Management,179.95,2009-02-23
Department of Health,196.4,2009-10-23
Department of Corrections,1250.0,2009-05-26
Department of  Youth Rehabilitation Services,748.65,2009-04-30
Department of Property Management,270.0,2009-09-22
Office of the Chief Technology Officer,2400.0,2009-09-29
District Department of the Environment,-638.85,2009-06-20
Office of the Inspector General,375.0,2009-08-20
Metropolitan Police Department,100.2,2009-07-16
Criminal Justice Coordinating Council,50.7,2009-09-11
Department of Human Services,28.14,2009-03-30
Fire & Emergency Medical Services,151.96,2009-11-03
Criminal Justice Coordinating Council,1703.0,2009-08-24
Fire & Emergency Medical Services,20.37,2009-02-18
Office of Community Affairs,605.0,2009-03-05
Office of Partnership & Grant Services,16.7,2009-06-17
Fire & Emergency Medical Services,1181.88,2009-09-01
Fire & Emergency Medical Services,873.5,2009-03-25
Department of Health,15.15,2009-05-24
Department on Disability Services,147.61,2009-03-27
Office of Police Complaints,20.0,2009-11-20
Fire & Emergency Medical Services,1543.74,2009-09-30
Department of Property Management,176.74,2009-10-23
Department of Health,460.0,2009-03-26
Department of Motor Vehicles,176.82,2009-12-02
Office of the Chief Medical Examiner,-97.56,2009-06-09
Metropolitan Police Department,408.84,2009-03-10
Metropolitan Police Department,293.2,2009-11-25
District Department of the Environment,176.0,2009-07-30
Department of Parks & Recreation,2390.0,2009-09-21
Fire & Emergency Medical Services,40.0,2009-09-08
DC Public Library,1449.0,2009-05-27
DC Public Library,249.99,2009-01-27
Department of Health,4.75,2009-02-12
Office of the Chief Technology Officer,61.05,2009-06-09
Fire & Emergency Medical Services,3.12,2009-04-30
Department of Property Management,15.14,2009-12-13
Fire & Emergency Medical Services,425.0,2009-07-02
Department of Employment Services,-62.01,2009-04-02
District Department of Transportation,1010.0,2009-06-26
Department of  Youth Rehabilitation Services,750.0,2009-05-04
Metropolitan Police Department,18.34,2009-12-31
District Department of the Environment,109.95,2009-01-02
Office of the Chief Financial Officer,160.0,2009-08-20
Alcoholic Beverage Regulation Administration,817.2,2009-02-27
Office of the Chief Financial Officer,395.0,2009-08-14
Department of  Youth Rehabilitation Services,9.0,2009-05-05
Office of Municipal Planning,104.95,2009-12-18
District Department of Transportation,50.37,2009-10-18
District Department of the Environment,50.0,2009-05-18
Department of Mental Health,17.78,2009-07-01
DC Public Library,-650.0,2009-06-04
Office of Municipal Planning,778.4,2009-08-21
Office of Contracting & Procurement,70.8,2009-02-25
City Administrator/Deputy Mayor,2319.93,2009-09-25
District Department of Transportation,198.83,2009-03-11
Department of Health Care Finance,26.0,2009-06-03
Fire & Emergency Medical Services,239.2,2009-08-25
District Department of Transportation,65.0,2009-02-10
Commission on Arts & Humanities,528.75,2009-09-11
District Department of the Environment,759.76,2009-03-25
Fire & Emergency Medical Services,75.03,2009-01-23
Department of  Youth Rehabilitation Services,1095.0,2009-01-28
Fire & Emergency Medical Services,2500.0,2009-03-30
Department of Motor Vehicles,1032.8,2009-03-18
Department of Corrections,128.0,2009-11-24
Department of Health,706.9,2009-08-25
Department of Housing & Community Development,234.08,2009-03-20
District Department of the Environment,527.9,2009-07-08
Commission of Judicial Disabilities & Tenure,132.45,2009-11-02
Department on Disability Services,198.0,2009-07-01
Office of the State Superintendent of Education,768.9,2009-07-13
District Department of Transportation,33.02,2009-04-24
Fire & Emergency Medical Services,238.09,2009-09-21
Department of Public Works,300.0,2009-09-18
Office of the Chief Financial Officer,353.7,2009-08-14
Department of Human Services,814.39,2009-02-23
District Department of Transportation,6.99,2009-02-27
District Department of Transportation,2210.0,2009-09-11
Fire & Emergency Medical Services,10.0,2009-01-08
University of the District of Columbia,595.0,2009-10-08
University of the District of Columbia,335.0,2009-12-07
DC Public Library,1252.68,2009-02-13
Department of Public Works,579.4,2009-08-28
Office of Cable TV,229.84,2009-11-23
Office of the Chief Financial Officer,188.0,2009-10-15
Department of Public Works,96.73,2009-02-11
District Department of the Environment,671.7,2009-06-17
Department of Employment Services,90.0,2009-04-21
District Department of Transportation,507.0,2009-06-23
Office on Aging,85.0,2009-12-09
Department of Public Works,388.62,2009-06-26
Office of Contracting & Procurement,72.44,2009-08-20
Department of  Youth Rehabilitation Services,30.0,2009-03-18
Department of Motor Vehicles,482.84,2009-12-10
Office of the State Superintendent of Education,768.9,2009-07-13
Fire & Emergency Medical Services,983.2,2009-06-30
Fire & Emergency Medical Services,-160.0,2009-09-14
Department of Public Works,349.2,2009-02-13
Department of Consumer & Regulatory Affairs,252.0,2009-08-11
Department of Housing & Community Development,307.55,2009-04-23
Office of the Inspector General,300.0,2009-03-30
Office of the Chief Financial Officer,788.08,2009-07-23
Fire & Emergency Medical Services,2090.68,2009-02-25
Office of the State Superintendent of Education,-19.6,2009-08-04
Department of Public Works,1340.0,2009-02-27
Metropolitan Police Department,43.21,2009-12-21
Metropolitan Police Department,71.43,2009-05-02
District Department of Transportation,50.0,2009-08-25
Department of Housing & Community Development,897.72,2009-11-18
Department on Disability Services,513.0,2009-07-15
Department on Disability Services,6.0,2009-05-12
District Department of the Environment,100.0,2009-06-30
Fire & Emergency Medical Services,24.48,2009-05-27
"Department of Insurance, Securities & Banking",162.72,2009-12-16
Department of Health,403.92,2009-10-28
Office of the Inspector General,1000.0,2009-07-10
Department of Property Management,4.43,2009-09-19
University of the District of Columbia,2218.0,2009-10-30
Child & Family Services Administration,124.81,2009-12-21
Office of Unified Communications,455.0,2009-02-12
Office of the State Superintendent of Education,442.68,2009-11-20
Department of Corrections,1617.56,2009-11-29
Fire & Emergency Medical Services,1395.2,2009-04-08
Department of Property Management,9.99,2009-03-23
Department of Health,1445.08,2009-02-12
Office of the State Superintendent of Education,250.0,2009-06-19
Department of Property Management,279.2,2009-02-25
District Department of Transportation,-9.95,2009-05-13
Office of Administrative Hearings,60.0,2009-08-07
Department of Public Works,989.98,2009-05-05
Department of Public Works,2100.0,2009-06-25
Department of Corrections,7.39,2009-04-21
Commission of Judicial Disabilities & Tenure,415.0,2009-10-14
Metropolitan Police Department,137.39,2009-09-02
Disability Compensation Fund,1009.3,2009-11-18
Department of Human Services,1300.0,2009-01-07
District Department of Transportation,755.37,2009-03-22
Fire & Emergency Medical Services,430.67,2009-11-25
Fire & Emergency Medical Services,189.46,2009-09-11
District Department of Transportation,1342.68,2009-04-27
District Department of Transportation,140.26,2009-12-11
Department on Disability Services,1820.0,2009-05-02
Department on Disability Services,148.48,2009-10-19
Judicial Nomination Commission,109.12,2009-05-03
District Department of Transportation,267.97,2009-10-20
Department of Health,531.41,2009-02-24
Department of Parks & Recreation,588.56,2009-06-02
Department of Parks & Recreation,3200.0,2009-01-08
Office of the Chief Technology Officer,770.0,2009-05-01
DC Public Library,332.97,2009-03-03
Office of Municipal Planning,50.0,2009-04-27
Office of the State Superintendent of Education,89.99,2009-11-24
Fire & Emergency Medical Services,1819.7,2009-03-06
Department of Consumer & Regulatory Affairs,158.6,2009-06-04
Department of Health,2495.0,2009-03-04
Department of Health,1530.0,2009-09-08
Department on Disability Services,1712.64,2009-07-08
Department of Health,1154.44,2009-11-02
Metropolitan Police Department,3304.2,2009-11-22
Office of the State Superintendent of Education,486.45,2009-07-27
DC Public Library,300.54,2009-11-04
Serve DC,2000.0,2009-12-01
Fire & Emergency Medical Services,25.65,2009-12-09
District Department of Transportation,511.0,2009-01-15
Department of Employment Services,760.54,2009-04-16
City Administrator/Deputy Mayor,545.0,2009-09-04
Department of Employment Services,11.25,2009-02-25
Department on Disability Services,530.0,2009-04-18
Metropolitan Police Department,1012.47,2009-02-23
DC Public Library,277.35,2009-02-06
District Department of Transportation,145.68,2009-12-16
Office of the State Superintendent of Education,186.64,2009-10-15
Department of Motor Vehicles,114.0,2009-03-05
District Department of Transportation,358.0,2009-08-31
District Department of the Environment,323.5,2009-10-18
"Department of Insurance, Securities & Banking",149.0,2009-04-02
Fire & Emergency Medical Services,325.0,2009-04-26
Metropolitan Police Department,48.0,2009-09-02
Fire & Emergency Medical Services,73.0,2009-05-06
Department of Health,377.67,2009-05-04
Fire & Emergency Medical Services,100.0,2009-01-21
Office of the Chief Technology Officer,-652.44,2009-09-11
Office of the State Superintendent of Education,-1134.0,2009-03-30
Metropolitan Police Department,873.72,2009-09-18
Office of the State Superintendent of Education,413.0,2009-08-21
Metropolitan Police Department,1395.0,2009-03-04
Department of Motor Vehicles,96.0,2009-06-25
Fire & Emergency Medical Services,1350.0,2009-10-23
Office of Victim Services,26.74,2009-04-26
District Department of the Environment,174.54,2009-06-16
DC Public Library,43.34,2009-06-24
District Department of the Environment,80.0,2009-03-17
Department of Health,75.0,2009-06-23
Office of the Mayor,178.0,2009-09-17
Fire & Emergency Medical Services,452.0,2009-09-23
Criminal Justice Coordinating Council,647.19,2009-08-25
Department of Health,148.99,2009-10-16
Department of Parks & Recreation,393.2,2009-07-07
Department of Housing & Community Development,340.0,2009-04-23
Department of Parks & Recreation,1314.62,2009-12-04
"Department of Insurance, Securities & Banking",259.2,2009-03-17
Office of Contracting & Procurement,910.0,2009-10-21
Office of Public Educational Facilities Modernization,528.96,2009-06-19
Department of Corrections,31.71,2009-05-18
Office of the Attorney General,2500.0,2009-01-28
District Department of the Environment,26.57,2009-10-08
Department of Health,1125.0,2009-10-20
Department of Health,180.23,2009-08-14
District Department of the Environment,2135.0,2009-09-18
Office of the Mayor,450.0,2009-11-10
Fire & Emergency Medical Services,307.4,2009-09-03
Office of the Tenant Advocate,1185.09,2009-10-29
District Department of the Environment,65.0,2009-11-12
District Department of Transportation,1114.4,2009-03-13
Fire & Emergency Medical Services,1990.11,2009-02-26
Office of Police Complaints,484.79,2009-12-01
Office of the Chief Medical Examiner,1095.0,2009-05-07
Fire & Emergency Medical Services,-37.5,2009-03-26
Department on Disability Services,149.7,2009-07-20
Department on Disability Services,332.24,2009-12-01
Office of the Tenant Advocate,1454.0,2009-11-06
Department of  Youth Rehabilitation Services,329.0,2009-01-16
Office of Police Complaints,1700.0,2009-07-21
Fire & Emergency Medical Services,993.16,2009-05-29
Office of the State Superintendent of Education,129.6,2009-08-24
Department on Disability Services,1806.72,2009-07-09
District Department of Transportation,64.62,2009-06-12
Metropolitan Police Department,-289.64,2009-04-02
Department of Health,4.75,2009-01-29
Department on Disability Services,-1.62,2009-08-30
Department of Employment Services,31.57,2009-06-17
Fire & Emergency Medical Services,21.89,2009-12-16
Department of Health,565.4,2009-02-13
District Department of Transportation,1025.52,2009-12-15
Office of Municipal Planning,48.95,2009-08-20
Office of Municipal Planning,448.26,2009-05-13
Child & Family Services Administration,229.77,2009-09-23
Office of Public Educational Facilities Modernization,-1095.9,2009-02-27
Office of the Chief Financial Officer,395.0,2009-01-27
Department of Consumer & Regulatory Affairs,26.84,2009-08-31
District Department of Transportation,20.7,2009-07-16
Deputy Mayor for Economic Development,21.01,2009-07-21
Fire & Emergency Medical Services,75.0,2009-10-22
DC Public Library,179.5,2009-06-25
Office of Human Rights,2250.0,2009-04-02
Department of Public Works,1123.69,2009-06-05
University of the District of Columbia,251.97,2009-12-03
District Department of Transportation,804.79,2009-07-31
Office of Unified Communications,338.13,2009-06-30
Office of the State Superintendent of Education,238.2,2009-02-26
Department of Health,43.98,2009-07-13
District Department of the Environment,50.0,2009-06-24
District Department of Transportation,1000.0,2009-04-17
Department of Property Management,208.18,2009-05-11
DC Public Library,633.58,2009-09-10
Department of Health,4.75,2009-07-24
Metropolitan Police Department,19.43,2009-09-06
Metropolitan Police Department,674.2,2009-09-10
Department of  Youth Rehabilitation Services,60.0,2009-02-12
Office of Disability Rights,2030.15,2009-01-05
District Department of the Environment,497.0,2009-07-31
Metropolitan Police Department,19.26,2009-11-23
Office of the State Superintendent of Education,134.29,2009-04-01
Office of the Chief Medical Examiner,4998.95,2009-09-23
Office of the Chief Technology Officer,1216.0,2009-12-15
DC Department of Human Resources,1348.0,2009-01-27
Department of Health,210.0,2009-06-25
Office of the State Superintendent of Education,40.9,2009-01-16
Department of Parks & Recreation,1300.0,2009-01-13
Metropolitan Police Department,244.0,2009-08-14
Department on Disability Services,575.0,2009-08-13
Metropolitan Police Department,129.9,2009-06-06
Metropolitan Police Department,12.85,2009-03-26
Department of Public Works,1237.9,2009-05-18
Office of Unified Communications,83.23,2009-02-01
Fire & Emergency Medical Services,14.0,2009-01-22
DC Taxicab Commission,1435.0,2009-03-31
Office of Unified Communications,315.74,2009-01-14
Office of Police Complaints,1506.02,2009-01-06
Serve DC,79.96,2009-05-09
Department of Motor Vehicles,850.0,2009-03-31
DC Public Library,848.7,2009-05-20
Department of Corrections,1044.28,2009-08-11
District Department of the Environment,1445.0,2009-05-11
District Department of Transportation,935.97,2009-05-01
Department of Employment Services,521.12,2009-11-04
Department of  Youth Rehabilitation Services,204.75,2009-03-16
District Department of the Environment,65.08,2009-08-26
Fire & Emergency Medical Services,250.0,2009-02-11
Fire & Emergency Medical Services,9.98,2009-02-06
Department of Public Works,325.0,2009-09-30
Department of Human Services,391.43,2009-09-04
Office of Zoning,1408.42,2009-09-01
District Department of Transportation,270.77,2009-10-20
Office of Contracting & Procurement,70.56,2009-12-17
District Department of the Environment,978.52,2009-07-08
Office of the State Superintendent of Education,479.6,2009-06-26
Fire & Emergency Medical Services,1179.0,2009-02-02
Department on Disability Services,551.07,2009-02-26
Office of Contracting & Procurement,69.51,2009-12-10
University of the District of Columbia,235.0,2009-11-24
DC Public Library,224.88,2009-08-24
Department of  Youth Rehabilitation Services,315.9,2009-05-28
Office of the Chief Technology Officer,307.55,2009-04-23
District Department of Transportation,265.0,2009-08-18
Fire & Emergency Medical Services,2029.16,2009-12-08
Office of Unified Communications,1031.68,2009-05-21
Department of Public Works,350.0,2009-06-30
Metropolitan Police Department,7.9,2009-07-25
Department of  Youth Rehabilitation Services,57.9,2009-04-02
Department of Education,321.0,2009-09-22
Office of Finance & Resource Management,330.0,2009-07-13
University of the District of Columbia,406.28,2009-11-10
Serve DC,75.1,2009-04-20
City Administrator/Deputy Mayor,2148.0,2009-07-29
Department on Disability Services,1093.4,2009-04-30
Metropolitan Police Department,188.0,2009-09-12
Metropolitan Police Department,-125.01,2009-02-12
Department of Health,275.58,2009-08-21
Office of the Mayor,110.88,2009-11-17
Department of Parks & Recreation,63.94,2009-07-14
Department of Human Services,44.99,2009-07-31
Disability Compensation Fund,17.96,2009-04-13
Department of Health,19.19,2009-08-18
Department of Motor Vehicles,348.2,2009-05-01
Department of Health,304.0,2009-09-24
Department of Parks & Recreation,2028.83,2009-06-04
Department of  Youth Rehabilitation Services,166.75,2009-09-01
Department of Corrections,191.96,2009-07-27
Department of Public Works,1800.0,2009-01-21
District Department of Transportation,777.34,2009-02-06
Department on Disability Services,850.0,2009-05-11
Office of Unified Communications,850.48,2009-01-21
Department of  Youth Rehabilitation Services,316.92,2009-05-16
Department of Health,4.75,2009-01-08
Office of Community Affairs,1851.84,2009-11-09
Department of Public Works,81.5,2009-10-16
Office of the State Superintendent of Education,1800.0,2009-07-13
District Department of Transportation,615.0,2009-02-21
Office of the Attorney General,141.0,2009-02-14
Department of Health,1557.8,2009-12-31
DC Public Library,603.0,2009-09-25
Department of Housing & Community Development,2442.96,2009-02-05
Department of Corrections,494.0,2009-06-11
Department of Health,116.1,2009-04-24
Fire & Emergency Medical Services,40.0,2009-09-04
Department of Property Management,1128.0,2009-04-28
Fire & Emergency Medical Services,787.5,2009-08-18
Department of Human Services,27.0,2009-11-24
Department of Property Management,2500.0,2009-08-13
Fire & Emergency Medical Services,565.4,2009-02-13
Department of  Youth Rehabilitation Services,46.58,2009-05-13
Homeland Security/Emergency Management,1300.0,2009-12-17
Office of the Secretary,1680.0,2009-07-10
Office of the Tenant Advocate,50.85,2009-03-09
Department of Corrections,39.11,2009-06-30
Homeland Security/Emergency Management,79.99,2009-05-13
Board of Elections & Ethics,19.61,2009-12-22
Department of Public Works,109.89,2009-05-29
Department on Disability Services,613.35,2009-09-22
Metropolitan Police Department,4291.0,2009-07-24
Fire & Emergency Medical Services,244.64,2009-05-01
Department of Human Services,1752.35,2009-06-02
Department of Employment Services,1123.29,2009-06-24
Department of Public Works,155.35,2009-01-27
Department of  Youth Rehabilitation Services,83.76,2009-12-11
Child & Family Services Administration,355.0,2009-10-21
DC Department of Human Resources,8.0,2009-11-06
Department of Corrections,243.66,2009-11-10
Fire & Emergency Medical Services,400.0,2009-09-09
Office of Contracting & Procurement,75.0,2009-08-28
