AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
District Department of the Environment,-19.588243539139974,2009-07-07
Department of Health,248.32680037900062,2009-06-16
Office of Unified Communications,78.74029431653233,2009-11-24
Department of Health,570.9755181468165,2009-10-30
District Department of the Environment,1469.8649905996103,2009-03-24
Department on Disability Services,38.16654963069805,2009-06-26
Office of the Tenant Advocate,-126.75463078456738,2009-09-28
DC Taxicab Commission,565.2793590819766,2009-04-27
DC Public Library,181.6683378101719,2009-02-25
Department of Human Services,1523.8684471617491,2009-09-02
Fire & Emergency Medical Services,289.5681251839487,2009-11-16
Department of Health,-110.73383331638229,2009-08-17
Department of Employment Services,-217.89475735900288,2009-06-22
District Department of the Environment,283.471478680945,2009-05-20
District Department of Transportation,176.269111673581,2009-01-15
Office of Unified Communications,-187.2082926050612,2009-04-21
Metropolitan Police Department,572.5497759211456,2009-08-03
Office of the Mayor,-87.04065704785636,2009-10-30
University of the District of Columbia,335.3675726553771,2009-05-08
DC Taxicab Commission,1090.6119511865936,2009-06-24
Office of the Attorney General,359.11939935659166,2009-06-22
Office of Municipal Planning,-144.75483548910717,2009-03-12
Office of Police Complaints,1319.7745935962273,2009-11-30
District Department of Transportation,124.34306399753741,2009-05-14
Child & Family Services Administration,323.9685688846777,2009-06-18
Department of Housing & Community Development,98.64315163737785,2009-05-30
Metropolitan Police Department,29.853616571488402,2009-06-24
Office of the State Superintendent of Education,-86.82279805133864,2009-06-09
Fire & Emergency Medical Services,750.4102007781914,2009-07-09
DC Public Library,1162.553392801306,2009-05-28
DC Department of Human Resources,502.3292773727994,2009-11-04
Office of the Inspector General,479.2267646429831,2009-09-15
Fire & Emergency Medical Services,2085.42089868144,2009-08-31
Fire & Emergency Medical Services,658.659940581177,2009-05-06
Office of the Inspector General,-9.994751139266683,2009-03-26
DC Public Library,327.8301389403611,2009-09-29
Fire & Emergency Medical Services,1277.715910612637,2009-09-02
Department of Parks & Recreation,1291.692930585734,2009-05-19
District Department of Transportation,1407.7566275064878,2009-12-17
Office of the Secretary,362.76939668846126,2009-06-18
Department of Consumer & Regulatory Affairs,571.902882807719,2009-09-28
Department of  Youth Rehabilitation Services,-83.39808665460068,2009-02-25
Department of Corrections,1433.8488295420123,2009-08-25
Department of Human Services,60.76247973094681,2009-01-06
Department of Housing & Community Development,1134.1906966231636,2009-03-16
District Department of the Environment,249.15606228993227,2009-03-24
District Department of the Environment,327.9849505495251,2009-12-09
Department of Health,145.39876781102188,2009-01-15
Office of the Chief Financial Officer,1393.7121136986657,2009-02-27
Office of the Chief Medical Examiner,47.010847760587446,2009-12-11
Department of Corrections,0.22985435869074955,2009-02-27
Department on Disability Services,47.475452713496146,2009-08-22
Department of Human Services,-19.889782527914512,2009-08-25
District Department of Transportation,2395.3285857538413,2009-06-26
Office of the Chief Technology Officer,213.81537449628362,2009-06-03
Department of Corrections,2323.144659316585,2009-06-05
Department of Public Works,2307.9562578161203,2009-03-11
Department of Public Works,528.2735449984649,2009-01-23
Fire & Emergency Medical Services,217.33345184951452,2009-02-25
Department of Housing & Community Development,2.7644123321546843,2009-04-22
District Department of Transportation,186.7861857857041,2009-07-14
Department of Public Works,2272.251533088828,2009-12-22
Office of Latino Affairs,184.02813040393465,2009-12-16
Office of the State Superintendent of Education,542.9526708343012,2009-08-12
District Department of Transportation,1870.730745316158,2009-10-30
Department of Parks & Recreation,2352.9989943684745,2009-01-26
DC Department of Human Resources,180.39861088804335,2009-09-17
Office of the State Superintendent of Education,84.6997288035916,2009-09-22
DC Public Library,361.27224620325535,2009-05-05
Department of Employment Services,101.90691982394061,2009-02-12
Department of Motor Vehicles,639.0420121998598,2009-09-03
Fire & Emergency Medical Services,2529.3451187982955,2009-08-19
Department of Public Works,369.1243488460384,2009-05-20
Metropolitan Police Department,-29.527223867980624,2009-02-20
Fire & Emergency Medical Services,2533.4197540412983,2009-08-18
Office of the Inspector General,318.4968541544512,2009-06-10
Office of Police Complaints,1941.5021341407553,2009-11-25
Department of Mental Health,100.83525789420587,2009-06-30
Department of Corrections,347.26787674997547,2009-07-31
Deputy Mayor for Economic Development,430.8310544538924,2009-03-05
Department of Consumer & Regulatory Affairs,-27.697187523038878,2009-07-27
Department of Mental Health,1743.1575510754344,2009-11-24
District Department of the Environment,818.8624638682685,2009-11-19
Metropolitan Police Department,315.1165251701559,2009-12-08
University of the District of Columbia,-2.2307106315209637,2009-01-13
Fire & Emergency Medical Services,124.69192749152381,2009-07-16
City Administrator/Deputy Mayor,229.08404150930417,2009-07-09
Department of Health,2207.491222922182,2009-04-14
Department of Corrections,35.35900558881315,2009-09-29
District Department of the Environment,156.62681077753265,2009-08-27
Department of Property Management,-87.46274027335686,2009-12-23
University of the District of Columbia,211.18477020100204,2009-03-26
District Department of Transportation,2838.027391300535,2009-12-31
Department of Corrections,-20.46095503089524,2009-03-24
District Department of Transportation,2169.684327711229,2009-10-14
DC Public Library,-21.59848688412943,2009-08-23
Office of Motion Pictures & Television,1105.7415866864746,2009-10-01
Fire & Emergency Medical Services,459.68280420227507,2009-07-08
Office of the Tenant Advocate,138.99573194862964,2009-04-22
Department of Education,440.29451647993767,2009-01-05
District Department of Transportation,88.48315529197481,2009-09-08
Fire & Emergency Medical Services,2010.9860407139831,2009-12-07
District Department of Transportation,2447.3113673689627,2009-06-30
District Department of the Environment,322.1792913981202,2009-06-02
Metropolitan Police Department,2074.869369231454,2009-05-29
Department of Human Services,-149.91395544821083,2009-03-30
Fire & Emergency Medical Services,387.75695615834564,2009-08-13
Office of the Tenant Advocate,104.96164036099356,2009-05-08
"Department of Insurance, Securities & Banking",-152.08838567543435,2009-01-15
Fire & Emergency Medical Services,1126.2536985554063,2009-04-09
District Department of the Environment,196.21171686398523,2009-12-05
Office of the Chief Financial Officer,1298.545041584895,2009-08-28
Department of Housing & Community Development,-76.37301604485356,2009-07-01
Child & Family Services Administration,-127.80641230957917,2009-08-20
District Department of Transportation,391.9781884579737,2009-01-15
Department of Health,463.3226761003183,2009-08-06
Fire & Emergency Medical Services,972.5157885775906,2009-09-29
DC Public Library,592.777572110843,2009-05-25
University of the District of Columbia,357.0020569051993,2009-11-06
Fire & Emergency Medical Services,919.603831801121,2009-08-25
Metropolitan Police Department,259.6021129930276,2009-05-15
Department of Employment Services,2747.306006017252,2009-05-08
Department of Property Management,1373.7104679370075,2009-06-05
Department on Disability Services,2363.2718784263266,2009-01-10
Office of the Inspector General,94.7882231427159,2009-11-25
Department of Motor Vehicles,669.2913779727319,2009-06-12
Serve DC,40.46638182883807,2009-11-02
DC Public Library,19.93405643078576,2009-09-29
Fire & Emergency Medical Services,2423.9116505344377,2009-12-10
Department of Public Works,399.576701556613,2009-05-14
DC Taxicab Commission,883.0616904853077,2009-04-14
Metropolitan Police Department,92.36980068919257,2009-06-17
Department of Motor Vehicles,515.2032933309719,2009-01-20
Office of Police Complaints,3049.448972529963,2009-09-10
Office of Unified Communications,390.5353560586059,2009-06-09
Department of Health,777.6573010666641,2009-06-03
Metropolitan Police Department,537.5281885820701,2009-09-30
Department of Public Works,3816.256112439114,2009-09-16
Department of Small & Local Business Development,1318.162074186505,2009-07-14
Department of Health,868.0047514292859,2009-03-20
Metropolitan Police Department,284.51163371560995,2009-10-23
District Department of Transportation,-74.89327354606166,2009-10-01
Office of Unified Communications,348.94525484985,2009-04-21
Office of Municipal Planning,201.39962677590051,2009-04-08
Office of Partnership & Grant Services,590.1886459450419,2009-08-07
Office of the State Superintendent of Education,1504.5562874557322,2009-11-05
Office of the Mayor,158.1847971940729,2009-12-03
Fire & Emergency Medical Services,383.1760369488586,2009-01-07
Department of Human Services,-116.46978735227577,2009-11-30
Office of Community Affairs,545.3911248149518,2009-08-25
Department on Disability Services,215.90784655145868,2009-09-18
Serve DC,715.0723832827341,2009-07-22
University of the District of Columbia,432.3926925103408,2009-08-07
District Department of Transportation,347.8205570426858,2009-09-10
Department of Human Services,519.925177023647,2009-09-28
District Department of Transportation,2938.0414580996658,2009-07-22
Homeland Security/Emergency Management,-76.17489827516536,2009-09-30
Office of the State Superintendent of Education,24.145158731184665,2009-10-22
Child & Family Services Administration,441.46329352799415,2009-05-14
Department of Public Works,-162.72518769688116,2009-11-05
Fire & Emergency Medical Services,197.47172376165395,2009-05-04
Department of Corrections,1347.9061276112875,2009-10-23
Department of Property Management,172.8878302640279,2009-11-07
Department of Public Works,2632.7004162611474,2009-01-15
Department of Health,283.05448486793165,2009-04-29
Department of Public Works,327.7814101729789,2009-08-07
University of the District of Columbia,1372.8572262052185,2009-07-23
Department of Public Works,120.75088523405736,2009-10-27
Department of  Youth Rehabilitation Services,-923.9352668494183,2009-08-07
DC Public Library,1636.7249775263372,2009-07-02
Office of Unified Communications,583.5625202099961,2009-04-02
Department of Corrections,322.72379839829455,2009-12-18
Department of Public Works,605.6209426398879,2009-09-09
District Department of Transportation,424.41177976157275,2009-12-03
Judicial Nomination Commission,595.4093724524446,2009-07-16
Department of Corrections,1690.9099312652568,2009-05-21
Department of Public Works,153.6299253721727,2009-09-10
Department of Public Works,475.15047795901216,2009-12-30
Department of Health,981.9060447884438,2009-07-06
Department of Health,753.6667402450325,2009-02-07
Department of Health,518.2866676924723,2009-02-20
Department of Property Management,335.91090170077194,2009-08-25
Department of Public Works,266.7592893889233,2009-05-21
Department of Health Care Finance,24.177035586533897,2009-12-17
Fire & Emergency Medical Services,325.6838791982235,2009-04-21
Department of Consumer & Regulatory Affairs,604.4681745071875,2009-07-08
University of the District of Columbia,3421.9030458517805,2009-11-04
Office of the Inspector General,29.345395926081125,2009-08-10
Office of the Mayor,588.2934732586564,2009-06-11
Fire & Emergency Medical Services,-54.07944251347914,2009-07-16
Department of Housing & Community Development,1984.3377565948406,2009-10-27
Serve DC,1662.601280871919,2009-06-05
Office of the State Superintendent of Education,-116.69095736141284,2009-09-29
Fire & Emergency Medical Services,137.95354545094006,2009-10-16
Department of Corrections,1789.970928589266,2009-09-01
Department of Corrections,360.922478028645,2009-09-18
Office of Public Educational Facilities Modernization,19.551939595139224,2009-08-04
DC Sentencing & Criminal Code Review Committee,592.4512974581297,2009-11-05
Office of the Chief Financial Officer,467.50790299897676,2009-07-01
Commission of Judicial Disabilities & Tenure,582.615770296856,2009-11-24
DC Department of Human Resources,1893.7670393605074,2009-01-28
University of the District of Columbia,-124.56365255988764,2009-11-25
Department of Motor Vehicles,382.4076175630759,2009-02-23
District Department of Transportation,117.49009772208824,2009-06-15
Department of Health,817.5824066854187,2009-05-27
District Department of the Environment,-74.61303618769804,2009-06-24
District Department of Transportation,1060.8306261535604,2009-03-06
District Department of Transportation,-103.23812284796203,2009-02-27
"Department of Insurance, Securities & Banking",8.393626087671379,2009-02-09
District Department of Transportation,2859.6602980585726,2009-12-21
Department of Property Management,511.83406008566425,2009-04-20
Department on Disability Services,374.66531993017975,2009-04-20
Metropolitan Police Department,427.88934925010284,2009-11-24
Department of Education,979.6289281650517,2009-11-05
Office of the Inspector General,999.9574772428462,2009-03-18
Department on Disability Services,270.83124361472073,2009-12-01
Department of Property Management,116.55653027460083,2009-10-24
Department of  Youth Rehabilitation Services,97.1095706216276,2009-12-23
Department of Human Services,1705.7086611285283,2009-09-22
Department of Public Works,2918.520322225333,2009-01-15
District Department of the Environment,519.5846106733717,2009-12-14
District Department of Transportation,208.69060323814173,2009-04-21
Department of  Youth Rehabilitation Services,1053.854135687546,2009-10-27
Department of Housing & Community Development,83.86463189523755,2009-07-09
Metropolitan Police Department,367.3743425255096,2009-09-18
Fire & Emergency Medical Services,616.742341635664,2009-02-02
Fire & Emergency Medical Services,58.16343484201363,2009-08-12
Department of Health,1894.0911914509027,2009-04-14
Department of  Youth Rehabilitation Services,86.4037456536965,2009-03-17
Fire & Emergency Medical Services,451.8615785556222,2009-07-08
Fire & Emergency Medical Services,354.5003274829354,2009-12-04
Department on Disability Services,362.0553776148191,2009-05-04
Office of the Secretary,238.41732122807412,2009-12-18
Department of Corrections,1579.6271856668195,2009-05-21
Fire & Emergency Medical Services,205.63344362618946,2009-02-18
Office on Asian/Pacific Affairs,323.5756291039856,2009-01-15
District Department of the Environment,2269.80524076782,2009-09-15
Department of Consumer & Regulatory Affairs,1950.1685123670845,2009-09-24
Office of the Tenant Advocate,-64.75943769931696,2009-06-04
Department of Health,200.8839046767465,2009-10-20
DC Taxicab Commission,249.49337562676808,2009-01-16
Commission of Judicial Disabilities & Tenure,1157.6626519805134,2009-03-05
Metropolitan Police Department,-93.2232908127518,2009-11-20
Metropolitan Police Department,4394.794073954372,2009-04-01
Department of Housing & Community Development,300.0313353640486,2009-11-12
Department of Health,292.5554839899779,2009-12-12
Department of Public Works,1613.145770841091,2009-12-11
District Department of the Environment,69.03893211524834,2009-02-11
Fire & Emergency Medical Services,1133.1478911074996,2009-05-27
Metropolitan Police Department,854.7665637200716,2009-12-18
Fire & Emergency Medical Services,162.53831155935467,2009-09-29
District Department of Transportation,143.99377813356978,2009-03-24
Office of the Attorney General,-54.699334948237755,2009-02-27
Fire & Emergency Medical Services,25.832685445859124,2009-06-22
Department of Motor Vehicles,178.34704710357173,2009-08-14
Department of  Youth Rehabilitation Services,309.7743761457662,2009-06-17
Office of the Chief Financial Officer,1017.5433506396911,2009-12-03
Office of the Tenant Advocate,706.5897762269594,2009-10-28
Department of Health,20.523566338570674,2009-02-06
DC Public Library,80.80044143095537,2009-03-21
DC Public Library,192.4946123179453,2009-02-23
Department of Human Services,310.3760797232512,2009-04-20
Department of Public Works,17.726932713686463,2009-06-25
Department of Health,-24.033015809871678,2009-12-23
Fire & Emergency Medical Services,204.04120095712705,2009-10-05
District Department of Transportation,408.54850160430976,2009-06-19
Department of Small & Local Business Development,1847.4426755621457,2009-03-20
Department of Health,926.8431936018069,2009-12-29
Department of Parks & Recreation,75.09519416890404,2009-01-29
Office of Contracting & Procurement,216.68302662466124,2009-12-02
Department of Employment Services,519.1160682639654,2009-03-19
Department of Housing & Community Development,277.2107349136931,2009-01-07
Metropolitan Police Department,371.71412151726224,2009-11-12
District Department of Transportation,288.23024314892416,2009-03-03
Department of Health,717.1651150380648,2009-02-11
Office on Asian/Pacific Affairs,-117.83598461098153,2009-09-24
Metropolitan Police Department,541.0159095829467,2009-07-22
Fire & Emergency Medical Services,514.1641154364526,2009-08-26
Department of Motor Vehicles,163.9474493954032,2009-03-05
Department of Corrections,339.96090650881854,2009-04-02
Metropolitan Police Department,428.89005644989413,2009-01-08
Department on Disability Services,865.4518542458289,2009-02-02
Office of the State Superintendent of Education,274.0443650570716,2009-07-22
Department of Health,259.19689742610285,2009-11-26
Metropolitan Police Department,197.61127318725846,2009-01-13
Department of  Youth Rehabilitation Services,325.4714798691654,2009-07-27
Department of Human Services,1838.7620534737023,2009-10-23
Fire & Emergency Medical Services,628.7911039637107,2009-11-02
Fire & Emergency Medical Services,94.32803509854067,2009-03-31
Fire & Emergency Medical Services,451.78565398918994,2009-09-16
Department on Disability Services,1289.0062491997678,2009-04-25
DC Taxicab Commission,178.28986906134088,2009-12-17
Metropolitan Police Department,-5.73617267851813,2009-10-29
Metropolitan Police Department,510.6285192006608,2009-09-24
Metropolitan Police Department,449.02500867460776,2009-08-10
District Department of Transportation,-2.731319130999262,2009-01-05
Disability Compensation Fund,202.88538679675503,2009-09-17
Department of Mental Health,159.1799974631104,2009-08-17
Department on Disability Services,740.014410687412,2009-05-17
Department on Disability Services,1537.0563234053916,2009-05-21
Office of the Attorney General,-54.894364538011445,2009-03-09
Office of the Chief Technology Officer,130.7214052055935,2009-11-05
Office of Finance & Resource Management,1167.3536565877528,2009-01-13
Child & Family Services Administration,-37.335652003843464,2009-12-09
Department of Health,361.2140357641209,2009-10-22
University of the District of Columbia,110.87257561378141,2009-09-30
Fire & Emergency Medical Services,1687.222581532924,2009-04-20
Office of the Chief Technology Officer,20.206833743138617,2009-04-08
Department of Health,56.59276236559155,2009-02-23
DC Public Library,195.62350042431655,2009-06-25
Department of Health,928.9632034043692,2009-06-08
Office of the State Superintendent of Education,125.44936648458403,2009-11-06
Fire & Emergency Medical Services,2202.9518382249576,2009-04-17
DC Department of Human Resources,132.26824690130704,2009-10-07
Department on Disability Services,2252.9952151698153,2009-10-31
District Department of the Environment,362.99280957282963,2009-09-29
Department of Health,350.9933901108281,2009-04-10
Office of the Attorney General,288.4729734131912,2009-12-09
Department of Consumer & Regulatory Affairs,254.78437929669283,2009-09-25
Office of Contracting & Procurement,-23.034646251118943,2009-12-22
District Department of Transportation,139.49420701857412,2009-03-25
Office of the State Superintendent of Education,52.238888354439226,2009-10-23
DC Public Library,-33.16775372462351,2009-12-22
Fire & Emergency Medical Services,387.5644893190003,2009-09-21
Office of the Inspector General,114.04402769669298,2009-05-26
District Department of the Environment,-25.19213358180216,2009-04-21
Office of the State Superintendent of Education,51.37326332488891,2009-07-28
Department of  Youth Rehabilitation Services,46.984408737289584,2009-10-19
Department of Corrections,161.7642393459836,2009-11-03
Department of  Youth Rehabilitation Services,6.773892831658195,2009-08-27
Metropolitan Police Department,179.8654740551239,2009-01-23
Department of Mental Health,2694.438094053257,2009-08-14
Metropolitan Police Department,129.66381178217912,2009-08-11
Office of the Tenant Advocate,2294.544272711206,2009-03-06
Metropolitan Police Department,1435.5737062775418,2009-08-28
DC Department of Human Resources,2038.0777103385535,2009-09-23
Criminal Justice Coordinating Council,1627.9199895249694,2009-03-19
Office of the Attorney General,2074.9190499330775,2009-01-08
Department on Disability Services,81.95025063683022,2009-02-12
Department of Health,1012.0125539369529,2009-10-22
Deputy Mayor for Economic Development,197.10802413160854,2009-08-28
Department of  Youth Rehabilitation Services,-49.70616574307542,2009-05-19
Department on Disability Services,199.33055595992346,2009-01-07
Department of  Youth Rehabilitation Services,678.9176393925275,2009-10-16
District Department of the Environment,26.14966849793722,2009-03-30
Office of Finance & Resource Management,736.4089730561691,2009-11-04
Homeland Security/Emergency Management,693.6825374322627,2009-07-31
University of the District of Columbia,308.64570167852315,2009-07-10
Department of Health,-17.96306484694854,2009-04-14
Department of Public Works,275.56647664587217,2009-05-15
District Department of Transportation,-24.697627901423783,2009-07-06
Department of Motor Vehicles,165.62892319094834,2009-02-10
Fire & Emergency Medical Services,1022.6731889118222,2009-01-06
Fire & Emergency Medical Services,1390.988631586609,2009-08-25
District Department of the Environment,841.1877379010965,2009-08-14
District Department of Transportation,1802.4638111866452,2009-02-03
DC Office of Risk Management,5.767807221405448,2009-02-14
Office on Asian/Pacific Affairs,331.1426821524039,2009-07-08
Commission on Arts & Humanities,24.28013025381253,2009-04-04
Fire & Emergency Medical Services,653.2841514869222,2009-07-07
City Administrator/Deputy Mayor,1768.2127387076391,2009-08-10
Department of Health,485.13786368234946,2009-01-15
Office of the State Superintendent of Education,1971.6373095798274,2009-09-08
Department of Human Services,903.5052899543905,2009-06-23
Fire & Emergency Medical Services,358.16920778354427,2009-05-30
Office of Contracting & Procurement,24.28400263106475,2009-07-31
Disability Compensation Fund,-120.40027464629813,2009-04-20
Fire & Emergency Medical Services,250.6202586173555,2009-06-25
Department of Health,180.0838603456381,2009-01-06
Department of Consumer & Regulatory Affairs,-52.42569534361318,2009-04-17
Metropolitan Police Department,277.4245225990879,2009-03-04
Department of Health Care Finance,2372.2419189289367,2009-04-03
Metropolitan Police Department,519.0724481809871,2009-03-24
Office of the Chief Financial Officer,5237.934434624096,2009-05-28
DC National Guard,144.62766555748678,2009-11-18
Fire & Emergency Medical Services,418.6360156076401,2009-09-18
Department of  Youth Rehabilitation Services,372.5832983811702,2009-02-09
DC National Guard,55.81196310162995,2009-09-14
Department of Public Works,2052.409185149708,2009-04-22
Department of Mental Health,2211.66184350632,2009-02-04
Department of Public Works,749.8868066953647,2009-03-27
Department of Health Care Finance,705.6643941594004,2009-10-08
Metropolitan Police Department,25.20905572278278,2009-11-18
Department of Health,355.6568410248516,2009-11-05
Office of Zoning,209.4892610127264,2009-03-25
City Administrator/Deputy Mayor,178.75174046276214,2009-02-03
Office of the Secretary,914.1234658756057,2009-02-24
Department of Public Works,129.7583021921991,2009-02-13
Department of Consumer & Regulatory Affairs,222.47343532534566,2009-02-10
Office of the Tenant Advocate,957.1470557305412,2009-07-17
University of the District of Columbia,1102.3414100523232,2009-06-10
Department of Parks & Recreation,275.8188823858858,2009-09-17
Fire & Emergency Medical Services,287.74641170749834,2009-12-28
District Department of the Environment,52.72576066018523,2009-07-03
Department of Property Management,768.2647164290049,2009-01-09
Department of Mental Health,16.955743703677385,2009-10-23
Fire & Emergency Medical Services,2571.1165786101074,2009-04-29
Fire & Emergency Medical Services,3060.2379295843807,2009-09-09
Department of Mental Health,172.87274157080427,2009-10-01
District Department of Transportation,3120.265158633049,2009-01-08
Fire & Emergency Medical Services,2289.390808777207,2009-09-21
District Department of the Environment,315.8387983931969,2009-11-30
Office of the Inspector General,39.423816898028356,2009-01-08
City Administrator/Deputy Mayor,-30.90831335085393,2009-10-22
City Administrator/Deputy Mayor,61.18334406873325,2009-06-16
Alcoholic Beverage Regulation Administration,160.10793872552017,2009-09-25
DC National Guard,332.53198883148076,2009-05-19
District Department of Transportation,365.0078074210695,2009-06-10
Metropolitan Police Department,6.252067238408976,2009-04-23
District Department of Transportation,615.7770048516379,2009-04-16
Fire & Emergency Medical Services,946.0086588244953,2009-06-25
Department of Public Works,1227.8344951336835,2009-01-28
Office of Community Affairs,68.7408627250056,2009-07-01
Child & Family Services Administration,181.8447294063486,2009-02-26
Office of the State Superintendent of Education,149.66836979253307,2009-09-16
Fire & Emergency Medical Services,100.93324437952556,2009-07-14
Department of Consumer & Regulatory Affairs,94.45040382517433,2009-04-22
Fire & Emergency Medical Services,2661.051603934784,2009-07-24
Fire & Emergency Medical Services,207.26198595223872,2009-12-21
Fire & Emergency Medical Services,550.3683615721382,2009-11-02
Office of Contracting & Procurement,2317.61813456129,2009-02-23
Department of Property Management,477.76289968563634,2009-11-21
Department of Education,2346.878639875417,2009-03-11
Department of Corrections,-56.728512680320854,2009-12-30
Fire & Emergency Medical Services,213.43175273492147,2009-02-05
Office of the Mayor,101.75966041139743,2009-05-01
Department of Human Services,1089.5132568544698,2009-09-14
Office of Motion Pictures & Television,136.7479112942582,2009-07-06
City Administrator/Deputy Mayor,859.4417715830815,2009-01-28
Office of the Chief Financial Officer,-34.563749703503234,2009-10-28
Serve DC,78.19431675954853,2009-03-25
Department of Employment Services,1389.7416681045706,2009-10-16
Metropolitan Police Department,834.1245018821446,2009-12-03
Metropolitan Police Department,389.98588208777085,2009-06-23
DC Public Library,220.66139937970794,2009-06-04
Office of the Chief Financial Officer,147.75046987972792,2009-06-11
Metropolitan Police Department,41.1377010890799,2009-01-26
Department of Property Management,1313.3260305807275,2009-02-05
Department of Public Works,51.01611622398923,2009-12-03
Department of  Youth Rehabilitation Services,-61.70363185895238,2009-09-22
Department of Employment Services,-130.13916321271577,2009-11-01
Department of Motor Vehicles,910.0521336024906,2009-07-31
Department of Health,-24.43960626491767,2009-10-07
Department of Employment Services,2284.175328529265,2009-06-01
Office of Community Affairs,221.78678876496588,2009-03-16
District Department of Transportation,-1.1836229596487087,2009-08-18
Office of Disability Rights,195.4259692383107,2009-09-24
DC Public Library,194.8038608444436,2009-04-24
District Department of Transportation,106.86095317549493,2009-10-28
Department of Mental Health,1603.4592710781963,2009-01-09
Office of Human Rights,350.34757364063364,2009-06-01
Department of  Youth Rehabilitation Services,199.91880160058687,2009-12-15
Fire & Emergency Medical Services,1002.4122084705031,2009-10-30
Department of Public Works,26.111987830150966,2009-02-13
Department of Property Management,756.8641956848901,2009-05-28
Department of Human Services,861.39807733425,2009-07-16
Department on Disability Services,692.0296845186754,2009-10-21
Department of Property Management,264.4216544220819,2009-04-17
Department of Health,986.4926778105502,2009-09-25
DC Public Library,-49.153099206539295,2009-07-07
Office of the Chief Financial Officer,231.49366347372444,2009-01-11
District Department of Transportation,2263.838170553206,2009-08-29
Commission on Arts & Humanities,827.8834592066335,2009-05-27
Department of Corrections,566.7578850391096,2009-12-16
Office of the State Superintendent of Education,-71.50617280611056,2009-04-06
Office of Human Rights,1188.7748777299075,2009-11-02
Office of the Chief Financial Officer,998.1062039592534,2009-12-04
Fire & Emergency Medical Services,6.186340467153222,2009-05-05
Department of Mental Health,121.42112936671572,2009-03-11
City Administrator/Deputy Mayor,68.53924065208558,2009-04-28
Department of Human Services,362.42693929383904,2009-01-14
Office of Police Complaints,126.43593701251925,2009-07-16
DC Public Library,432.8537703384617,2009-10-21
Office of Disability Rights,120.59741005457164,2009-05-07
District Department of Transportation,1002.8276560763311,2009-12-23
Metropolitan Police Department,254.5013213140025,2009-02-18
Criminal Justice Coordinating Council,215.88472255850368,2009-09-07
Office of the Chief Financial Officer,284.73746584851926,2009-07-17
Department of Motor Vehicles,697.7859396164337,2009-12-16
Child & Family Services Administration,1692.0405325720174,2009-06-30
District Department of Transportation,473.23379826347605,2009-11-18
Office of Victim Services,674.9228678204751,2009-03-25
DC Department of Human Resources,139.58723918638816,2009-06-22
Fire & Emergency Medical Services,661.7914943270828,2009-08-18
District Department of the Environment,-5.180388698865968,2009-12-07
Office of the Chief Financial Officer,228.31179826547418,2009-08-19
Department of  Youth Rehabilitation Services,228.1502114196217,2009-01-29
Fire & Emergency Medical Services,-34.40623915175769,2009-06-03
Department of Health,-38.42218226635242,2009-08-18
Office of the Chief Medical Examiner,116.2703366062876,2009-09-28
DC Public Library,72.33415599325028,2009-05-30
Office of Contracting & Procurement,114.06714079912,2009-01-15
Department of Health,1642.8202567939195,2009-09-24
Office of the Chief Financial Officer,-69.52046363278077,2009-12-28
Office of Municipal Planning,67.5059058171873,2009-06-29
District Department of Transportation,95.69685419318593,2009-04-07
Department of Housing & Community Development,334.449780545492,2009-09-18
Department of Corrections,-35.204779630456045,2009-09-29
Fire & Emergency Medical Services,-76.56818464575265,2009-07-24
Department of Health,849.8051374418725,2009-01-17
Department of Health,1303.4613840507857,2009-08-17
Department of Public Works,240.2131662118618,2009-12-21
Department of Health,531.6814164722274,2009-08-13
University of the District of Columbia,2370.852787386399,2009-06-13
Fire & Emergency Medical Services,880.1985526186124,2009-06-12
Department of Health,-1464.5336966668044,2009-06-24
DC Public Library,-175.13540847084232,2009-03-25
District Department of Transportation,60.78223433921208,2009-08-18
City Administrator/Deputy Mayor,175.72495073138646,2009-10-28
Office on Aging,1111.4769073034538,2009-08-27
Department of Mental Health,4895.717635474771,2009-06-25
Department of Mental Health,-3.3778618353864758,2009-09-15
DC Public Library,928.6439094729526,2009-03-10
Department of Employment Services,345.44159796683533,2009-06-17
Department of Public Works,2672.818921252009,2009-09-04
Department of Public Works,605.7634068510417,2009-04-27
District Department of Transportation,302.9164099776286,2009-05-07
Department on Disability Services,69.58235477151979,2009-04-08
Department of Consumer & Regulatory Affairs,203.97536536855154,2009-09-03
Office of Public Educational Facilities Modernization,557.4820136977881,2009-10-28
Department of  Youth Rehabilitation Services,180.68867524534102,2009-04-08
Department of Health,91.36904984222667,2009-02-19
Fire & Emergency Medical Services,-316.90708529247127,2009-10-07
Department of Consumer & Regulatory Affairs,-6.090238166307657,2009-10-29
Office of the State Superintendent of Education,963.9822350880099,2009-03-25
Metropolitan Police Department,1906.7030648860423,2009-06-15
Metropolitan Police Department,293.7048322913264,2009-02-13
Fire & Emergency Medical Services,445.7784781451161,2009-04-29
District Department of Transportation,315.8235508063648,2009-12-30
Department of Education,88.5355590598136,2009-04-07
Department of  Youth Rehabilitation Services,91.57193643377335,2009-09-17
Department of Motor Vehicles,26.309382568117428,2009-01-09
Department of Employment Services,98.34556584423754,2009-09-04
Department of Health Care Finance,112.88497464324031,2009-07-10
Serve DC,213.00289117328765,2009-04-29
Department of Health,-34.46831550390222,2009-08-28
Office of the Tenant Advocate,61.15649638051789,2009-04-08
