AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of Cable TV,259.22,2009-08-18
Department of Public Works,200.59,2009-07-19
District Department of the Environment,1090.79,2009-05-02
Fire & Emergency Medical Services,2011.51,2009-06-28
Department of Employment Services,2589.83,2009-02-01
Department of Public Works,313.33,2009-06-26
Office of the Chief Financial Officer,481.93,2009-11-10
DC Public Library,1503.43,2009-04-15
Department of  Youth Rehabilitation Services,2482.71,2009-08-21
Office of the State Superintendent of Education,370.64,2009-07-01
Office of the State Superintendent of Education,1881.57,2009-08-04
Office of the State Superintendent of Education,1993.57,2009-07-12
DC Department of Human Resources,726.31,2009-09-23
Department of Motor Vehicles,572.01,2009-06-07
Board of Elections & Ethics,402.21,2009-12-06
Advisory Neighborhood Commission,-6.78,2009-06-08
Department of Consumer & Regulatory Affairs,2215.7,2009-04-12
Department of Public Works,81.27,2009-07-04
Department of Mental Health,273.01,2009-10-25
Department on Disability Services,1524.63,2009-07-08
Department of Health,-177.84,2009-03-21
Department of Health,1782.26,2009-04-02
Department of  Youth Rehabilitation Services,899.77,2009-09-03
Department of Human Services,302.68,2009-11-07
Office of the State Superintendent of Education,719.85,2009-10-29
Department of Employment Services,2413.0,2009-09-07
DC Department of Human Resources,1535.46,2009-09-23
Office of Municipal Planning,2473.01,2009-10-09
Department of  Youth Rehabilitation Services,651.05,2009-03-23
Department on Disability Services,48.2,2009-10-24
DC Department of Human Resources,944.1,2009-09-28
Office of the State Superintendent of Education,106.35,2009-07-14
Department of Mental Health,292.93,2009-12-01
Office of the Inspector General,602.25,2009-03-28
Department of Human Services,390.83,2009-11-05
Department of  Youth Rehabilitation Services,749.39,2009-04-11
Department of Human Services,112.93,2009-10-21
Department of Parks & Recreation,1036.21,2009-09-20
Department on Disability Services,2341.9,2009-12-29
DC Department of Human Resources,1744.57,2009-09-01
District Department of the Environment,2073.86,2009-08-31
Department of  Youth Rehabilitation Services,2155.78,2009-11-29
Office of the Chief Financial Officer,176.85,2009-10-31
Department of  Youth Rehabilitation Services,2774.57,2009-07-01
DC Department of Human Resources,671.82,2009-09-25
Office of Contracting & Procurement,26.23,2009-07-21
Department of  Youth Rehabilitation Services,2131.23,2009-07-25
Department of Mental Health,98.14,2009-11-16
Board of Elections & Ethics,1842.32,2009-11-15
DC Public Library,749.54,2009-06-04
Office of the State Superintendent of Education,103.41,2009-07-09
DC Department of Human Resources,2046.02,2009-11-02
Department of Health,567.54,2009-08-06
Office of the State Superintendent of Education,1538.08,2009-07-16
Department of Public Works,2586.61,2009-12-22
Office of the State Superintendent of Education,2158.8,2009-01-12
DC Department of Human Resources,2029.65,2009-01-21
Department of Employment Services,1084.2,2009-04-12
Department of Health,2301.12,2009-01-07
Department of  Youth Rehabilitation Services,1973.62,2009-11-18
Department of Consumer & Regulatory Affairs,2097.56,2009-10-30
District Department of the Environment,610.51,2009-07-20
Department of  Youth Rehabilitation Services,823.96,2009-10-20
Office of the State Superintendent of Education,704.26,2009-06-22
Office of the State Superintendent of Education,2226.24,2009-01-10
Office of the State Superintendent of Education,208.7,2009-01-06
Office of the State Superintendent of Education,53.88,2009-10-10
Department of Health,324.51,2009-08-04
DC Department of Human Resources,2249.71,2009-08-31
Department of Mental Health,2191.74,2009-10-21
Department of  Youth Rehabilitation Services,1004.25,2009-07-04
Department of  Youth Rehabilitation Services,321.0,2009-10-31
Office of the State Superintendent of Education,2153.2,2009-11-15
Department of  Youth Rehabilitation Services,-6.98,2009-06-25
DC Public Library,1897.92,2009-11-22
Department of Corrections,2291.29,2009-11-07
Department of  Youth Rehabilitation Services,1823.1,2009-03-13
Department of  Youth Rehabilitation Services,165.57,2009-04-17
District Department of the Environment,2579.16,2009-08-22
Office of the State Superintendent of Education,659.29,2009-10-22
Department of Corrections,1666.64,2009-05-18
Department of Health,1598.24,2009-01-12
Office of Municipal Planning,404.97,2009-03-15
DC Public Library,194.89,2009-08-11
Department of Employment Services,2928.48,2009-09-19
Office of the Chief Medical Examiner,545.23,2009-09-29
Department of  Youth Rehabilitation Services,1452.15,2009-08-08
Office of the State Superintendent of Education,2408.62,2009-08-02
Office of the State Superintendent of Education,403.81,2009-06-10
Office of the State Superintendent of Education,156.15,2009-06-30
Department of Human Services,281.43,2009-11-08
Office of the State Superintendent of Education,1186.71,2009-09-22
Fire & Emergency Medical Services,2617.79,2009-03-11
Office of the State Superintendent of Education,783.13,2009-10-25
Department of Health,2487.02,2009-02-26
Department of Public Works,2253.41,2009-04-07
University of the District of Columbia,268.57,2009-11-19
Child & Family Services Administration,56.33,2009-11-14
Department of  Youth Rehabilitation Services,896.01,2009-10-19
Department of Health,1524.98,2009-09-23
Department of  Youth Rehabilitation Services,2728.27,2009-06-23
Office of the State Superintendent of Education,296.17,2009-07-30
Office of the State Superintendent of Education,2678.86,2009-03-15
Child & Family Services Administration,2291.77,2009-12-30
DC Public Library,427.17,2009-05-29
Office of the Secretary,788.88,2009-06-28
Department of  Youth Rehabilitation Services,1048.83,2009-04-24
Office of the State Superintendent of Education,1329.97,2009-01-04
Office of the State Superintendent of Education,515.36,2009-08-04
Department of  Youth Rehabilitation Services,1397.01,2009-09-28
DC Public Library,1261.21,2009-03-21
Department of Employment Services,190.35,2009-11-04
Office of Municipal Planning,1386.94,2009-11-23
Office of the State Superintendent of Education,1858.67,2009-03-26
Department of Public Works,239.1,2009-08-01
Department of Health,207.03,2009-07-11
Department of Property Management,839.26,2009-12-06
Department of  Youth Rehabilitation Services,363.92,2009-05-20
Office of the Chief Financial Officer,792.15,2009-10-15
Office of the State Superintendent of Education,2764.39,2009-11-13
Department of Health,253.6,2009-07-28
Department of Public Works,557.21,2009-05-29
Department of  Youth Rehabilitation Services,739.42,2009-10-28
Department of Property Management,2065.3,2009-11-02
Department of Employment Services,476.87,2009-11-29
DC Department of Human Resources,2076.34,2009-06-19
Department of  Youth Rehabilitation Services,2016.14,2009-09-07
Office of the State Superintendent of Education,2023.41,2009-11-24
Office of the Attorney General,1615.36,2009-02-16
District Department of the Environment,476.27,2009-10-28
DC Public Library,1054.4,2009-03-03
Office of the Secretary,474.25,2009-12-04
Office of Human Rights,63.27,2009-11-02
Department of Property Management,375.84,2009-10-19
Department of  Youth Rehabilitation Services,263.08,2009-07-14
Board of Elections & Ethics,175.54,2009-10-29
Board of Elections & Ethics,1872.12,2009-10-22
Office of Municipal Planning,112.34,2009-10-19
Department of Employment Services,1814.53,2009-08-29
Board of Elections & Ethics,134.9,2009-09-24
Department on Disability Services,2108.63,2009-09-30
Department of Human Services,1835.17,2009-08-31
Office of the State Superintendent of Education,2724.43,2009-02-08
Office of the State Superintendent of Education,2618.76,2009-01-11
Department of Health,943.43,2009-07-21
Office of the State Superintendent of Education,252.88,2009-10-22
University of the District of Columbia,329.19,2009-07-29
DC Public Library,643.97,2009-11-12
Department of  Youth Rehabilitation Services,767.64,2009-09-22
Office of the State Superintendent of Education,208.16,2009-12-30
Office of the State Superintendent of Education,212.19,2009-10-24
Department of  Youth Rehabilitation Services,580.79,2009-05-13
Department of Employment Services,229.41,2009-06-15
Office of the State Superintendent of Education,614.41,2009-11-01
Board of Elections & Ethics,393.54,2009-12-15
Department of  Youth Rehabilitation Services,1192.76,2009-09-11
Office of the Chief Financial Officer,1929.44,2009-01-09
Department of  Youth Rehabilitation Services,361.86,2009-07-31
Department of Public Works,1220.6,2009-08-02
Department of  Youth Rehabilitation Services,2488.53,2009-11-10
Department of  Youth Rehabilitation Services,765.19,2009-10-31
Office of the State Superintendent of Education,69.67,2009-07-15
Department of  Youth Rehabilitation Services,1780.95,2009-08-22
Fire & Emergency Medical Services,2166.27,2009-06-12
Department of Public Works,1328.86,2009-09-27
Department of  Youth Rehabilitation Services,2403.54,2009-07-11
Office of the State Superintendent of Education,124.0,2009-07-20
Department on Disability Services,570.61,2009-10-05
Office of the State Superintendent of Education,637.66,2009-11-14
Department of Corrections,604.6,2009-11-05
Department of Mental Health,208.13,2009-10-21
Department of Employment Services,1623.86,2009-03-29
Department of Health,862.98,2009-07-21
Department of  Youth Rehabilitation Services,1602.45,2009-05-11
Serve DC,2781.17,2009-11-03
Office of Municipal Planning,788.08,2009-06-23
Department of Employment Services,2082.36,2009-01-08
Department of Health,1748.21,2009-09-19
Department of  Youth Rehabilitation Services,548.81,2009-11-01
Department of Public Works,1241.43,2009-04-06
Department on Disability Services,1049.43,2009-09-28
Department of Health,1799.08,2009-08-19
Department of  Youth Rehabilitation Services,139.51,2009-11-14
DC Department of Human Resources,1349.16,2009-11-17
Department of Corrections,291.31,2009-10-03
Department on Disability Services,2434.95,2009-12-24
Office of the State Superintendent of Education,2504.39,2009-10-23
Office of the State Superintendent of Education,403.64,2009-07-02
Department of Motor Vehicles,1142.39,2009-09-26
Department of Health,307.92,2009-07-31
Office of the State Superintendent of Education,749.21,2009-03-24
Department of Parks & Recreation,1802.73,2009-09-19
Office of the State Superintendent of Education,2626.82,2009-09-25
Office of the State Superintendent of Education,2034.54,2009-08-26
Department of Employment Services,1537.68,2009-03-06
Office of the State Superintendent of Education,208.65,2009-10-31
Department of Human Services,1448.11,2009-03-13
Office of Cable TV,825.6,2009-11-27
Office of the Inspector General,532.95,2009-06-13
Department of Mental Health,119.44,2009-06-23
Department of Health,107.46,2009-11-20
Department of Human Services,1891.66,2009-10-25
Department on Disability Services,928.1,2009-11-02
Department of Employment Services,462.69,2009-07-29
Office of the State Superintendent of Education,1977.44,2009-07-09
Department on Disability Services,-108.76,2009-07-22
Department of Public Works,3007.27,2009-09-04
DC Public Library,1635.66,2009-09-03
Office of the Secretary,2332.75,2009-09-22
Department of  Youth Rehabilitation Services,2020.29,2009-08-23
Department of  Youth Rehabilitation Services,304.92,2009-10-26
Office of the State Superintendent of Education,9.12,2009-10-21
Department of  Youth Rehabilitation Services,2161.97,2009-11-20
Department of Public Works,291.38,2009-07-07
Office of the State Superintendent of Education,365.05,2009-07-28
DC Public Library,203.93,2009-07-31
Department of Health,2623.53,2009-06-26
Department of Employment Services,1497.22,2009-02-14
Office of the Secretary,255.58,2009-11-11
Department of Health,2042.81,2009-01-06
Department of Health,397.81,2009-07-17
Department of  Youth Rehabilitation Services,159.75,2009-07-26
Department of  Youth Rehabilitation Services,2055.58,2009-11-21
Office of the State Superintendent of Education,1229.16,2009-09-19
Office of the State Superintendent of Education,2696.78,2009-01-14
Department of  Youth Rehabilitation Services,356.4,2009-07-28
Office of the State Superintendent of Education,2417.81,2009-09-24
Department of Public Works,1040.12,2009-09-03
Office of the Chief Financial Officer,516.91,2009-10-02
Department of Corrections,134.55,2009-06-25
Department of Public Works,712.78,2009-06-22
Office of Cable TV,1947.78,2009-02-28
Department of Mental Health,180.3,2009-03-22
Department of  Youth Rehabilitation Services,171.33,2009-04-27
Department of Employment Services,495.84,2009-11-27
Office of the State Superintendent of Education,2240.35,2009-07-20
Office of the Chief Financial Officer,245.14,2009-11-09
Department on Disability Services,230.95,2009-07-16
Office of the State Superintendent of Education,12.12,2009-07-25
Office of the State Superintendent of Education,241.17,2009-07-21
Department on Disability Services,1640.7,2009-08-26
Department of Human Services,337.95,2009-09-27
Office of the State Superintendent of Education,340.55,2009-08-06
Department of Corrections,188.93,2009-11-19
Board of Elections & Ethics,2642.8,2009-09-25
Child & Family Services Administration,301.93,2009-10-25
Office of the Secretary,1711.48,2009-09-26
Office of the State Superintendent of Education,274.34,2009-07-25
Office of the State Superintendent of Education,689.87,2009-10-28
Department on Disability Services,405.41,2009-07-25
DC Public Library,1490.18,2009-04-03
Child & Family Services Administration,2201.57,2009-08-13
Department of  Youth Rehabilitation Services,557.4,2009-06-23
Department on Disability Services,199.73,2009-08-06
Office of the State Superintendent of Education,1552.5,2009-11-04
University of the District of Columbia,1822.27,2009-10-13
DC Public Library,2187.43,2009-11-02
Department of Employment Services,1613.61,2009-08-31
Department of  Youth Rehabilitation Services,2644.07,2009-08-20
Department of  Youth Rehabilitation Services,760.41,2009-04-27
Office of the Chief Financial Officer,287.85,2009-07-09
Department of Health,2361.06,2009-10-31
Department of  Youth Rehabilitation Services,2048.85,2009-08-27
Department of Health,697.5,2009-09-29
Department of  Youth Rehabilitation Services,27.83,2009-07-23
Office of the State Superintendent of Education,2834.81,2009-03-08
Office of the State Superintendent of Education,2681.4,2009-01-13
Office of the State Superintendent of Education,2020.05,2009-11-01
Office of the State Superintendent of Education,402.79,2009-07-06
Department of Public Works,290.89,2009-07-31
DC Public Library,2187.3,2009-08-05
Department of Employment Services,825.52,2009-01-27
Department of Health,389.45,2009-07-02
Department of Employment Services,2058.14,2009-09-19
Department of Mental Health,130.58,2009-03-29
Office of the State Superintendent of Education,1143.0,2009-10-19
Department of Corrections,-349.27,2009-01-07
Department of Consumer & Regulatory Affairs,318.07,2009-08-17
DC Department of Human Resources,633.86,2009-05-31
Department of Health,2486.23,2009-12-25
Office of the State Superintendent of Education,2576.85,2009-04-06
Department of  Youth Rehabilitation Services,311.03,2009-05-14
Department of Public Works,2001.09,2009-01-10
Office of Administrative Hearings,1927.03,2009-07-29
Department of Employment Services,1641.59,2009-08-24
Department of Employment Services,2715.32,2009-09-16
Office of the State Superintendent of Education,2855.42,2009-10-08
Department of  Youth Rehabilitation Services,3.21,2009-01-09
Department on Disability Services,812.22,2009-08-11
Office of the State Superintendent of Education,550.08,2009-09-29
Department of Corrections,176.36,2009-10-27
Office of the State Superintendent of Education,282.56,2009-07-16
Office of the State Superintendent of Education,296.37,2009-07-13
Department of Mental Health,1876.36,2009-02-24
Department of Motor Vehicles,1191.19,2009-03-18
Department of Public Works,313.48,2009-10-11
Department of Employment Services,986.51,2009-11-27
Office of Municipal Planning,308.0,2009-09-25
Department of  Youth Rehabilitation Services,3155.64,2009-09-28
Office of the Chief Financial Officer,700.89,2009-11-08
Office of the State Superintendent of Education,1714.02,2009-02-16
DC Public Library,2098.24,2009-08-23
Office of Municipal Planning,2098.51,2009-09-16
Department on Disability Services,347.4,2009-10-30
Department of Health,1533.1,2009-07-16
Office of Police Complaints,2396.46,2009-04-17
Office of the Chief Financial Officer,3.97,2009-11-06
Department of  Youth Rehabilitation Services,1933.27,2009-07-28
Department of  Youth Rehabilitation Services,1966.69,2009-07-15
Department of Mental Health,490.98,2009-12-03
Office of the Chief Financial Officer,-381.9,2009-10-18
Office of Municipal Planning,147.23,2009-06-13
Criminal Justice Coordinating Council,336.25,2009-10-20
Office of the Chief Financial Officer,197.94,2009-07-04
Office of the State Superintendent of Education,359.13,2009-07-26
Department of Mental Health,2034.25,2009-07-23
Office of the Chief Financial Officer,493.34,2009-07-29
Office of the State Superintendent of Education,2024.14,2009-08-19
Department of Consumer & Regulatory Affairs,324.4,2009-07-10
Serve DC,634.49,2009-02-01
Department of  Youth Rehabilitation Services,2210.06,2009-06-22
Office of Municipal Planning,1003.43,2009-04-05
Department of Employment Services,289.16,2009-11-03
DC Public Library,238.58,2009-02-28
Department on Disability Services,303.49,2009-06-23
Office of the Inspector General,693.8,2009-03-24
Office of the State Superintendent of Education,2342.08,2009-01-08
Office of Human Rights,2109.51,2009-07-06
Department of Human Services,1927.38,2009-11-30
Office of Municipal Planning,1878.82,2009-10-16
Department of Public Works,31.67,2009-08-17
Department of Motor Vehicles,415.92,2009-06-09
Department of Health,954.67,2009-08-01
Department of Public Works,859.95,2009-08-29
Office of the Chief Financial Officer,120.87,2009-07-12
Department on Disability Services,59.99,2009-07-09
Office of Latino Affairs,1967.5,2009-07-15
Office of the State Superintendent of Education,296.2,2009-06-30
Department of  Youth Rehabilitation Services,994.23,2009-05-11
Office of the State Superintendent of Education,1135.86,2009-06-19
Child & Family Services Administration,2381.56,2009-11-06
Department of Corrections,748.9,2009-11-08
Department of  Youth Rehabilitation Services,3474.24,2009-04-05
Department of Health,2610.37,2009-07-19
Department of Corrections,259.11,2009-10-30
Office of Cable TV,438.7,2009-09-14
Office of the Secretary,189.5,2009-08-02
Department on Disability Services,1489.54,2009-07-21
Department of Employment Services,2686.04,2009-09-21
Department of Health Care Finance,1926.31,2009-11-09
Department of  Youth Rehabilitation Services,1411.92,2009-03-12
DC Public Library,251.27,2009-02-14
Office of the State Superintendent of Education,585.26,2009-11-01
Office of the State Superintendent of Education,416.04,2009-11-22
Department of  Youth Rehabilitation Services,263.56,2009-07-17
Department of Motor Vehicles,1049.88,2009-04-02
Department of Mental Health,83.01,2009-07-11
Child & Family Services Administration,232.3,2009-10-21
DC Public Library,1532.65,2009-03-24
DC Public Library,149.51,2009-06-20
Office of the State Superintendent of Education,93.6,2009-07-21
Department on Disability Services,544.79,2009-07-07
Department of Public Works,97.07,2009-06-28
Department of Public Works,425.16,2009-02-24
Department of  Youth Rehabilitation Services,276.55,2009-10-26
Office of the State Superintendent of Education,1786.17,2009-01-10
Department of Health,1697.62,2009-07-25
Department of Consumer & Regulatory Affairs,2323.17,2009-11-27
Department of Health,1903.6,2009-08-23
DC Department of Human Resources,1193.85,2009-02-05
Office of the State Superintendent of Education,190.62,2009-07-08
Department of Health,369.55,2009-08-13
Department of  Youth Rehabilitation Services,2443.42,2009-08-22
Department of Public Works,270.53,2009-06-14
Department of Mental Health,173.45,2009-03-11
District Department of the Environment,761.43,2009-09-15
Office of Unified Communications,544.58,2009-06-14
Department of  Youth Rehabilitation Services,537.17,2009-07-29
Office of Victim Services,2141.31,2009-11-16
Department on Disability Services,138.7,2009-07-25
Department of Small & Local Business Development,821.82,2009-09-23
District Department of Transportation,1909.54,2009-11-12
Office of Municipal Planning,2262.12,2009-10-27
Office of the State Superintendent of Education,1899.34,2009-03-08
Department on Disability Services,2417.22,2009-12-03
Office of the State Superintendent of Education,786.44,2009-10-18
Department on Disability Services,413.79,2009-10-30
Office of the State Superintendent of Education,94.62,2009-11-11
DC Public Library,1863.73,2009-12-05
DC Public Library,793.2,2009-06-09
Department of Public Works,1242.78,2009-07-31
Department of Health,508.64,2009-11-03
Department of Public Works,341.5,2009-08-11
Department of  Youth Rehabilitation Services,1849.27,2009-09-20
Department of Corrections,41.67,2009-06-19
Department of Public Works,1159.8,2009-07-22
DC Public Library,735.76,2009-08-03
Serve DC,2228.98,2009-10-28
Department of Health,2490.08,2009-12-15
Department on Disability Services,2158.42,2009-05-29
Office of the Secretary,2208.27,2009-08-01
Department of Consumer & Regulatory Affairs,444.77,2009-10-14
District Department of the Environment,1255.54,2009-04-26
DC Public Library,1578.37,2009-09-26
Department of Housing & Community Development,1727.3,2009-05-06
Office of the State Superintendent of Education,1711.74,2009-10-02
Department of  Youth Rehabilitation Services,652.14,2009-05-16
Office of Latino Affairs,2688.77,2009-11-01
Office of the State Superintendent of Education,365.5,2009-09-28
Department of Health,1253.61,2009-09-22
Office of Contracting & Procurement,2503.82,2009-10-26
Department of  Youth Rehabilitation Services,403.85,2009-07-04
Department of Employment Services,2133.38,2009-08-10
Department of Employment Services,2357.87,2009-09-23
Department of Consumer & Regulatory Affairs,248.25,2009-07-07
Office of the State Superintendent of Education,303.61,2009-07-26
Department of Parks & Recreation,1940.9,2009-12-04
Department of Public Works,2004.28,2009-08-26
Department of Human Services,797.34,2009-03-01
Department of Human Services,8.42,2009-11-21
Office of the State Superintendent of Education,453.91,2009-10-21
Homeland Security/Emergency Management,282.43,2009-08-21
Department of Public Works,1425.61,2009-03-15
Office of the Mayor,135.16,2009-10-27
Department of  Youth Rehabilitation Services,2419.1,2009-12-11
Office of Cable TV,608.24,2009-10-30
Department of Human Services,976.93,2009-07-15
Office of the State Superintendent of Education,1135.75,2009-02-08
Department of  Youth Rehabilitation Services,2465.86,2009-08-10
Office of the State Superintendent of Education,1121.81,2009-09-28
Child & Family Services Administration,2336.03,2009-08-20
Department of Human Services,166.79,2009-03-26
Office of the Chief Financial Officer,242.72,2009-06-18
Department of  Youth Rehabilitation Services,2354.53,2009-08-28
Office of the State Superintendent of Education,153.87,2009-07-22
Department on Disability Services,1082.84,2009-06-23
Board of Elections & Ethics,-25.32,2009-07-20
Department of Motor Vehicles,198.7,2009-03-07
Department of Motor Vehicles,2053.33,2009-09-05
Fire & Emergency Medical Services,2490.0,2009-07-02
Department of Employment Services,139.6,2009-10-23
Department of Health,1177.6,2009-04-08
Department on Disability Services,299.3,2009-07-26
Department of Property Management,2456.47,2009-12-07
Department of  Youth Rehabilitation Services,182.64,2009-07-22
Department of Health,411.66,2009-07-04
Office of the State Superintendent of Education,2269.8,2009-07-26
Office of the Mayor,2105.87,2009-03-24
Office of the Chief Financial Officer,152.66,2009-07-05
Office of Unified Communications,820.81,2009-12-24
Department of Human Services,606.51,2009-10-27
Department of  Youth Rehabilitation Services,2381.3,2009-08-30
Office of the State Superintendent of Education,1705.49,2009-01-09
Office of the State Superintendent of Education,195.71,2009-11-12
Office of the State Superintendent of Education,2095.56,2009-08-20
DC Public Library,2388.79,2009-08-28
Department of  Youth Rehabilitation Services,2494.69,2009-08-24
Commission on Arts & Humanities,2135.88,2009-07-18
Office of Cable TV,356.2,2009-11-12
Office of Police Complaints,1916.69,2009-06-26
Department of  Youth Rehabilitation Services,89.76,2009-10-22
DC Public Library,745.79,2009-06-08
Office of the State Superintendent of Education,417.45,2009-12-30
Department of  Youth Rehabilitation Services,-430.91,2009-03-12
Office of the Secretary,531.73,2009-11-26
Department of  Youth Rehabilitation Services,238.21,2009-11-28
Department of  Youth Rehabilitation Services,588.69,2009-03-22
Office of the State Superintendent of Education,1834.23,2009-07-07
District Department of Transportation,1790.26,2009-01-06
Office of Partnership & Grant Services,2294.36,2009-07-11
Metropolitan Police Department,2441.12,2009-06-28
Office of the State Superintendent of Education,318.4,2009-09-20
Office of the Chief Financial Officer,2122.52,2009-11-05
Office of the State Superintendent of Education,167.8,2009-10-24
Serve DC,394.52,2009-06-10
Department of  Youth Rehabilitation Services,953.7,2009-04-07
Department of  Youth Rehabilitation Services,143.51,2009-08-08
Department of  Youth Rehabilitation Services,111.37,2009-06-24
DC Department of Human Resources,952.96,2009-09-28
Office of the Secretary,126.95,2009-10-22
Department of Public Works,333.8,2009-04-26
Department of  Youth Rehabilitation Services,366.14,2009-07-24
Office of the Secretary,1145.24,2009-12-02
Department of  Youth Rehabilitation Services,-1919.59,2009-07-13
DC Department of Human Resources,480.1,2009-05-18
DC Department of Human Resources,711.48,2009-07-19
Office of the State Superintendent of Education,2274.03,2009-01-08
Office of the State Superintendent of Education,951.39,2009-01-09
DC Public Library,156.79,2009-04-01
Department of Mental Health,147.25,2009-02-18
Department of Public Works,1058.99,2009-06-12
University of the District of Columbia,2170.68,2009-11-04
Department of Employment Services,134.04,2009-11-01
Office of the State Superintendent of Education,428.82,2009-05-05
Department of  Youth Rehabilitation Services,585.02,2009-04-25
Office of the State Superintendent of Education,2628.17,2009-12-11
Department of Corrections,1323.4,2009-03-29
Department of  Youth Rehabilitation Services,295.2,2009-07-05
Office of the State Superintendent of Education,171.87,2009-01-08
Department of Corrections,1801.38,2009-02-17
Department of Human Services,2873.07,2009-09-27
Office of the State Superintendent of Education,-76.79,2009-10-30
Office of the State Superintendent of Education,680.87,2009-10-27
Department of Human Services,1981.07,2009-09-03
Department of Human Services,404.65,2009-07-17
Office of the State Superintendent of Education,2194.75,2009-12-31
Department of Public Works,1898.65,2009-01-11
Office of the Chief Financial Officer,2549.53,2009-12-23
Department of Property Management,1081.1,2009-11-05
District Department of the Environment,2092.29,2009-10-02
DC Department of Human Resources,1595.74,2009-03-24
Department of Public Works,538.17,2009-07-19
Department of Parks & Recreation,678.42,2009-04-29
Department of  Youth Rehabilitation Services,2753.72,2009-12-21
Office of Municipal Planning,1153.86,2009-05-30
Serve DC,206.98,2009-07-24
DC Department of Human Resources,458.26,2009-04-27
Department of Employment Services,-435.9,2009-10-25
Office of Community Affairs,1007.89,2009-12-04
Office of the State Superintendent of Education,2611.76,2009-10-22
Office of the State Superintendent of Education,335.78,2009-01-07
Department of  Youth Rehabilitation Services,599.74,2009-05-18
District Department of the Environment,577.21,2009-06-22
Department of Employment Services,485.87,2009-10-26
Office of the State Superintendent of Education,635.8,2009-04-10
Office of the State Superintendent of Education,82.79,2009-07-16
Department of Employment Services,229.89,2009-01-06
Department of Employment Services,370.46,2009-11-03
Deputy Mayor for Economic Development,668.29,2009-05-25
Department of Health,409.97,2009-07-07
Office of Municipal Planning,624.23,2009-06-28
Department of Housing & Community Development,2306.82,2009-07-27
Department of Health,1395.1,2009-08-31
Office of the Secretary,350.93,2009-09-26
Office of the State Superintendent of Education,373.79,2009-11-10
Department of  Youth Rehabilitation Services,450.04,2009-03-10
Department of  Youth Rehabilitation Services,1727.38,2009-07-27
Department of Mental Health,2233.38,2009-10-08
Department of Human Services,2453.29,2009-08-24
Office of the State Superintendent of Education,178.68,2009-11-13
Office of the State Superintendent of Education,2249.34,2009-01-09
Department of Corrections,1611.98,2009-06-15
Department of Employment Services,861.0,2009-09-28
Department of Health,2317.76,2009-07-01
DC Public Library,2669.24,2009-12-29
Department of Health,235.44,2009-11-21
Office of Cable TV,932.64,2009-11-04
District Department of the Environment,2477.98,2009-08-20
DC Department of Human Resources,238.39,2009-09-25
Department of Health,412.35,2009-06-30
Department of  Youth Rehabilitation Services,2752.15,2009-10-31
Department of Parks & Recreation,2711.15,2009-09-13
District Department of the Environment,704.98,2009-07-04
Department of Health,879.87,2009-07-11
Office of the State Superintendent of Education,199.21,2009-07-13
Department of Health Care Finance,-2.17,2009-10-16
Office of the State Superintendent of Education,224.91,2009-06-02
Department of Health,346.26,2009-06-27
Department of  Youth Rehabilitation Services,267.95,2009-08-07
Department of Public Works,2109.43,2009-01-06
Department of  Youth Rehabilitation Services,374.22,2009-11-05
Office of the State Superintendent of Education,493.5,2009-11-01
District Department of the Environment,175.78,2009-10-12
Department of  Youth Rehabilitation Services,414.59,2009-08-15
Department of Health,-219.19,2009-10-22
Department of Health,328.57,2009-05-03
Department of  Youth Rehabilitation Services,194.7,2009-07-08
District Department of the Environment,-326.42,2009-09-14
Department of Public Works,650.02,2009-12-30
Office of the State Superintendent of Education,2602.26,2009-12-23
District Department of the Environment,2257.88,2009-08-30
Department of  Youth Rehabilitation Services,1446.71,2009-03-30
Department of Human Services,140.87,2009-03-06
Department of Motor Vehicles,626.54,2009-05-20
Department of Health,451.31,2009-07-03
Department of  Youth Rehabilitation Services,1895.43,2009-01-06
DC Department of Human Resources,966.82,2009-07-12
Department of Motor Vehicles,1737.77,2009-03-12
Department of  Youth Rehabilitation Services,625.45,2009-11-14
Office of the State Superintendent of Education,548.44,2009-03-17
Office of Unified Communications,2472.01,2009-12-28
University of the District of Columbia,766.29,2009-11-17
Office of the Secretary,601.11,2009-11-22
Office of the State Superintendent of Education,-96.91,2009-07-19
Department of Corrections,1122.99,2009-07-20
Office of the State Superintendent of Education,1928.5,2009-02-02
Department of Health,213.94,2009-07-29
Department of  Youth Rehabilitation Services,344.07,2009-07-04
Board of Elections & Ethics,315.46,2009-11-16
Department of Health,192.87,2009-07-12
Department of Employment Services,2333.22,2009-08-11
DC Department of Human Resources,340.4,2009-07-05
Department on Disability Services,1704.53,2009-01-12
Office of the State Superintendent of Education,1838.96,2009-02-23
Department of Public Works,244.04,2009-07-20
Department of Health,1398.22,2009-09-22
Office of the State Superintendent of Education,2456.41,2009-09-22
Department of Mental Health,741.91,2009-06-28
Office of the State Superintendent of Education,-517.1,2009-11-13
Office of the State Superintendent of Education,2082.31,2009-07-08
Department on Disability Services,181.28,2009-07-18
Metropolitan Police Department,2062.19,2009-10-26
Department of  Youth Rehabilitation Services,1755.22,2009-10-08
DC Public Library,199.85,2009-07-25
Department of Health,486.45,2009-08-03
Department of Public Works,2382.72,2009-11-20
Metropolitan Police Department,2825.37,2009-05-01
DC Public Library,1670.89,2009-08-29
Office of the Mayor,1614.7,2009-10-31
Office of the State Superintendent of Education,692.59,2009-10-16
