AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Health,19.72,2009-09-21
Department of Health,128.98,2009-09-23
Department of Public Works,108.17,2009-09-21
Office of Human Rights,321.0,2009-09-22
Office of the Inspector General,1427.03,2009-09-21
DC Office of Risk Management,584.85,2009-09-21
Department of Corrections,629.5,2009-09-22
Department of Health,2099.4,2009-09-21
Fire & Emergency Medical Services,1989.0,2009-09-22
District Department of Transportation,25.62,2009-09-21
District Department of Transportation,1463.0,2009-09-22
Department of Parks & Recreation,2387.47,2009-09-21
Department of Parks & Recreation,66.72,2009-09-22
Department of Parks & Recreation,109.45,2009-09-22
Office of Contracting & Procurement,128.04,2009-09-21
DC Public Library,407.62,2009-09-22
DC Public Library,20.0,2009-09-22
Office on Aging,1460.0,2009-09-22
Department of Corrections,1913.39,2009-09-21
Department of Corrections,1920.0,2009-09-22
Department of Corrections,1250.0,2009-09-22
Department of  Youth Rehabilitation Services,841.15,2009-08-14
Department of  Youth Rehabilitation Services,591.7,2009-09-09
Fire & Emergency Medical Services,249.99,2009-09-22
Commission on Arts & Humanities,1744.0,2009-09-22
District Department of the Environment,722.4,2009-09-23
Department of Property Management,1979.8,2009-09-22
City Administrator/Deputy Mayor,254.94,2009-09-21
Office of the Chief Financial Officer,272.4,2009-09-21
Office of the Chief Financial Officer,272.4,2009-09-21
DC Public Library,-8.85,2009-09-22
Department of Health,898.0,2009-09-21
Office of Unified Communications,105.35,2009-09-22
Department of Housing & Community Development,130.0,2009-09-21
Department of Housing & Community Development,238.09,2009-09-21
Department of Housing & Community Development,392.44,2009-09-21
Department of Housing & Community Development,447.0,2009-09-22
Department of Employment Services,185.68,2009-09-21
Department of Parks & Recreation,1226.0,2009-09-23
Department of Parks & Recreation,1273.08,2009-09-23
Department of Consumer & Regulatory Affairs,80.75,2009-09-24
Fire & Emergency Medical Services,2697.76,2009-09-23
District Department of the Environment,16.13,2009-09-22
Office of Contracting & Procurement,70.8,2009-09-22
Office on Aging,2418.0,2009-09-23
Office of Partnership & Grant Services,229.95,2009-09-23
DC Public Library,7.87,2009-09-22
Fire & Emergency Medical Services,2777.2,2009-09-23
District Department of Transportation,43.05,2009-09-22
Office of Unified Communications,273.8,2009-09-22
Department of Property Management,500.0,2009-09-22
Department of Property Management,700.0,2009-09-22
Office of the Mayor,599.98,2009-09-21
Office of the Mayor,2439.9,2009-09-22
Office of the Mayor,95.94,2009-09-22
Office of the Mayor,144.05,2009-09-22
Office of the Mayor,2599.98,2009-09-23
Department of Parks & Recreation,14.0,2009-09-22
District Department of Transportation,65.56,2009-09-21
Department of Motor Vehicles,498.0,2009-09-21
Department of Motor Vehicles,338.0,2009-09-21
Department of Motor Vehicles,120.0,2009-09-21
Department of Motor Vehicles,713.0,2009-09-21
Department of Motor Vehicles,515.5,2009-09-21
Fire & Emergency Medical Services,-163.38,2009-09-21
Fire & Emergency Medical Services,62.38,2009-09-21
Alcoholic Beverage Regulation Administration,2447.19,2009-09-21
Fire & Emergency Medical Services,1471.5,2009-09-21
DC Public Library,404.46,2009-09-21
DC Public Library,825.0,2009-09-21
District Department of Transportation,40.93,2009-09-21
Department of Consumer & Regulatory Affairs,50.0,2009-09-19
Office of the Chief Technology Officer,1073.0,2009-09-21
DC Public Library,488.0,2009-09-21
DC Public Library,1598.0,2009-09-21
Office of the State Superintendent of Education,437.76,2009-09-21
Department of  Youth Rehabilitation Services,158.28,2009-09-21
Department of  Youth Rehabilitation Services,81.95,2009-09-21
Department of  Youth Rehabilitation Services,59.04,2009-09-21
Department of  Youth Rehabilitation Services,197.73,2009-09-21
Department of  Youth Rehabilitation Services,159.94,2009-09-21
Department of Public Works,202.26,2009-09-21
Office on Asian/Pacific Affairs,872.0,2009-09-21
DC Office of Risk Management,225.0,2009-09-21
Metropolitan Police Department,564.1,2009-09-22
Department of Parks & Recreation,105.18,2009-09-21
District Department of the Environment,2500.0,2009-09-18
Office of Administrative Hearings,395.0,2009-09-21
Office of Partnership & Grant Services,1881.56,2009-09-22
Office of Partnership & Grant Services,125.0,2009-09-21
Office of Partnership & Grant Services,125.0,2009-09-21
Office of Partnership & Grant Services,125.0,2009-09-21
Office of Partnership & Grant Services,2767.38,2009-09-21
Department on Disability Services,154.99,2009-09-21
Department on Disability Services,154.99,2009-09-21
Department on Disability Services,179.99,2009-09-21
Department on Disability Services,154.99,2009-09-21
DC Sentencing & Criminal Code Review Committee,47.58,2009-09-21
Fire & Emergency Medical Services,40.0,2009-09-18
DC Public Library,195.0,2009-09-21
Office of Finance & Resource Management,1620.0,2009-09-21
Office of Finance & Resource Management,690.0,2009-09-21
Medical Liability Captive Insurance Agency,225.0,2009-09-21
Medical Liability Captive Insurance Agency,225.0,2009-09-21
Department of Health,817.48,2009-09-22
Department of Health,2498.63,2009-09-21
Metropolitan Police Department,37.07,2009-09-21
Metropolitan Police Department,1400.0,2009-09-21
Commission of Judicial Disabilities & Tenure,20.86,2009-09-21
Department of Motor Vehicles,2444.4,2009-09-21
Department of Health,525.0,2009-09-21
Department of Health,525.0,2009-09-21
Fire & Emergency Medical Services,2415.0,2009-09-21
Department of Corrections,-15.66,2009-09-20
Department of Corrections,637.86,2009-09-21
Office of the Attorney General,26.9,2009-09-21
Department of Human Services,231.4,2009-09-21
Department of Education,475.0,2009-09-21
Department of Education,475.0,2009-09-21
Department on Disability Services,66.0,2009-09-24
Department on Disability Services,60.0,2009-09-24
Department on Disability Services,60.0,2009-09-24
Department on Disability Services,427.7,2009-09-25
Office of Latino Affairs,50.0,2009-09-25
Office of Latino Affairs,50.0,2009-09-25
Office of Latino Affairs,507.63,2009-09-25
Office of Latino Affairs,78.97,2009-09-25
Department of Motor Vehicles,105.0,2009-09-26
District Department of the Environment,1083.0,2009-09-24
Fire & Emergency Medical Services,237.57,2009-09-25
Fire & Emergency Medical Services,29.28,2009-09-27
Fire & Emergency Medical Services,2472.5,2009-09-26
Fire & Emergency Medical Services,204.0,2009-09-25
Fire & Emergency Medical Services,222.97,2009-09-26
Fire & Emergency Medical Services,125.37,2009-09-26
Fire & Emergency Medical Services,597.98,2009-09-26
Fire & Emergency Medical Services,2460.0,2009-09-25
Fire & Emergency Medical Services,2472.0,2009-09-27
Department on Disability Services,324.6,2009-09-25
Department on Disability Services,385.12,2009-09-24
Office of the Attorney General,2500.0,2009-09-26
Department of  Youth Rehabilitation Services,14.0,2009-09-24
Department of Health,730.2,2009-09-25
Department of Health,902.96,2009-09-25
Department of Health,18.67,2009-09-25
District Department of Transportation,249.0,2009-09-23
District Department of Transportation,463.7,2009-09-24
District Department of Transportation,384.58,2009-09-26
Department of Education,112.9,2009-09-25
Department of Education,640.5,2009-09-25
Department of Education,150.0,2009-09-26
Department of Health,2275.8,2009-09-24
Department of Health,4465.52,2009-09-25
DC Public Library,395.0,2009-09-26
DC Public Library,395.0,2009-09-26
Office of Police Complaints,180.0,2009-09-24
Office of Police Complaints,200.0,2009-09-25
Department of Consumer & Regulatory Affairs,-80.7,2009-09-25
Department of Consumer & Regulatory Affairs,-84.98,2009-09-25
Department of Consumer & Regulatory Affairs,84.98,2009-09-24
Office of the Tenant Advocate,1090.0,2009-09-25
Office of the Tenant Advocate,1063.22,2009-09-25
Office of the Tenant Advocate,51.75,2009-09-25
Department of Corrections,150.0,2009-09-25
Department of Corrections,232.33,2009-09-25
Department of Corrections,305.69,2009-09-25
Department of Corrections,299.99,2009-09-25
Department of Corrections,1620.0,2009-09-26
Department of Health,684.0,2009-09-24
Department of Health,1145.6,2009-09-25
Office of Community Affairs,319.8,2009-09-25
Office of Community Affairs,78.08,2009-09-25
Office of Community Affairs,501.2,2009-09-25
Office of Community Affairs,75.44,2009-09-25
Office of Community Affairs,332.93,2009-09-25
Department of Human Services,317.5,2009-09-25
Office of the Chief Medical Examiner,590.0,2009-09-25
Office of the Chief Medical Examiner,3500.0,2009-09-25
DC Public Library,2019.0,2009-09-15
DC Public Library,1205.43,2009-09-24
DC Public Library,2804.81,2009-09-26
DC Public Library,57.92,2009-09-25
Department of Public Works,450.0,2009-09-25
Department of Public Works,300.0,2009-09-25
Metropolitan Police Department,544.11,2009-09-24
Department of Health,238.07,2009-09-26
Department of Health,238.07,2009-09-26
Criminal Justice Coordinating Council,636.07,2009-09-25
Contract Appeals Board,5.99,2009-09-25
Department of Parks & Recreation,2494.2,2009-09-25
Department of Health,412.5,2009-09-24
Department of Health,126.0,2009-09-25
Department of Health,405.6,2009-09-25
Department of Health,315.0,2009-09-25
Office of the Mayor,29.06,2009-09-25
District Department of Transportation,34.2,2009-09-25
District Department of Transportation,511.85,2009-09-24
District Department of Transportation,105.08,2009-09-24
District Department of Transportation,109.72,2009-09-24
District Department of Transportation,35.53,2009-09-25
Department on Disability Services,2373.0,2009-09-25
Department of Health,488.3,2009-09-25
Fire & Emergency Medical Services,107.21,2009-09-24
Fire & Emergency Medical Services,300.0,2009-09-25
Fire & Emergency Medical Services,1900.0,2009-09-26
DC Public Library,772.0,2009-09-25
DC Public Library,311.13,2009-09-25
DC Public Library,839.37,2009-09-25
Fire & Emergency Medical Services,2800.0,2009-09-27
Department of Employment Services,107.58,2009-09-24
District Department of Transportation,554.0,2009-09-28
Department of Consumer & Regulatory Affairs,365.56,2009-09-28
Department of Property Management,2448.25,2009-09-28
Office of Contracting & Procurement,1259.05,2009-09-29
Department of Public Works,1483.7,2009-09-28
University of the District of Columbia,76.5,2009-09-28
City Administrator/Deputy Mayor,803.38,2009-09-28
Office of the Tenant Advocate,1800.0,2009-09-28
Office of the Chief Technology Officer,4800.0,2009-09-26
DC Public Library,410.0,2009-09-28
Fire & Emergency Medical Services,140.68,2009-09-28
Fire & Emergency Medical Services,88.39,2009-09-28
Fire & Emergency Medical Services,106.96,2009-09-28
Fire & Emergency Medical Services,121.28,2009-09-28
Department on Disability Services,1387.35,2009-09-28
District Department of the Environment,350.0,2009-09-28
Office of Partnership & Grant Services,1772.35,2009-09-28
DC Public Library,77.1,2009-09-28
Office of the Chief Financial Officer,295.0,2009-09-28
Office of the Chief Financial Officer,295.0,2009-09-28
Fire & Emergency Medical Services,150.0,2009-09-26
Fire & Emergency Medical Services,990.0,2009-09-26
Serve DC,80.89,2009-09-28
Office of the State Superintendent of Education,46.94,2009-09-28
Office of the State Superintendent of Education,-23.81,2009-09-28
University of the District of Columbia,2088.0,2009-09-29
Department on Disability Services,491.7,2009-09-28
Fire & Emergency Medical Services,2940.0,2009-09-28
District Department of Transportation,475.0,2009-09-25
District Department of Transportation,243.0,2009-09-24
District Department of Transportation,384.58,2009-09-26
District Department of Transportation,734.27,2009-09-25
District Department of Transportation,1026.03,2009-09-25
Office of the Chief Technology Officer,-13.36,2009-09-24
Office of the Chief Technology Officer,249.5,2009-09-25
Office of the Chief Technology Officer,466.2,2009-09-24
Office of the Chief Technology Officer,237.5,2009-09-25
Office of the Chief Technology Officer,1762.03,2009-09-25
Board of Elections & Ethics,18.75,2009-09-26
Office of Partnership & Grant Services,2153.5,2009-09-25
DC Public Library,126.7,2009-09-25
DC Public Library,438.99,2009-09-25
DC Public Library,97.5,2009-09-26
Office of the Chief Financial Officer,350.0,2009-09-25
University of the District of Columbia,2031.1,2009-09-25
University of the District of Columbia,2000.0,2009-09-26
University of the District of Columbia,472.28,2009-09-26
University of the District of Columbia,461.0,2009-09-25
University of the District of Columbia,299.97,2009-09-27
University of the District of Columbia,172.47,2009-09-27
Fire & Emergency Medical Services,172.11,2009-09-29
Fire & Emergency Medical Services,903.3,2009-09-28
Fire & Emergency Medical Services,2474.5,2009-09-28
Fire & Emergency Medical Services,299.43,2009-09-29
Fire & Emergency Medical Services,1242.73,2009-09-29
Department of Consumer & Regulatory Affairs,552.05,2009-09-28
Advisory Neighborhood Commission,31.49,2009-09-28
Department of Public Works,927.0,2009-09-25
DC Public Library,1265.53,2009-09-29
Office of Community Affairs,178.0,2009-09-29
Office of Community Affairs,600.0,2009-09-29
Department on Disability Services,585.0,2009-09-29
Fire & Emergency Medical Services,1010.76,2009-09-30
Fire & Emergency Medical Services,69.58,2009-09-28
Metropolitan Police Department,720.0,2009-09-29
Fire & Emergency Medical Services,255.85,2009-09-29
Office of Administrative Hearings,843.36,2009-09-30
DC Public Library,2970.71,2009-09-30
City Administrator/Deputy Mayor,909.66,2009-09-28
City Administrator/Deputy Mayor,24.28,2009-09-28
City Administrator/Deputy Mayor,430.0,2009-09-29
Office of Municipal Planning,2160.0,2009-09-29
Office of the State Superintendent of Education,64.62,2009-09-28
Office of the State Superintendent of Education,2496.0,2009-09-29
University of the District of Columbia,1800.0,2009-09-30
Office of the Chief Financial Officer,-48.75,2009-09-29
Office of the State Superintendent of Education,1285.28,2009-09-29
Fire & Emergency Medical Services,2730.0,2009-09-29
Fire & Emergency Medical Services,30.0,2009-09-28
Fire & Emergency Medical Services,157.89,2009-09-28
District Department of Transportation,468.18,2009-09-28
Department of Human Services,431.2,2009-09-28
Department of Mental Health,57.87,2009-09-29
Department of Mental Health,200.0,2009-09-29
Department of Health,420.8,2009-09-29
University of the District of Columbia,695.91,2009-10-29
District Department of Transportation,72.93,2009-10-29
District Department of Transportation,79.94,2009-10-30
District Department of Transportation,14.02,2009-10-30
Office of Unified Communications,1251.0,2009-10-30
Metropolitan Police Department,156.5,2009-10-30
Metropolitan Police Department,501.47,2009-10-30
Metropolitan Police Department,502.5,2009-10-30
Department of Small & Local Business Development,861.32,2009-10-30
Office of the Mayor,79.96,2009-10-29
DC Department of Human Resources,366.2,2009-10-29
Department of Health,225.0,2009-10-30
Department of Health,436.91,2009-10-31
Office of the Attorney General,1250.0,2009-10-26
Office of the Attorney General,450.0,2009-10-27
Department of  Youth Rehabilitation Services,23.28,2009-10-26
Department of Public Works,109.36,2009-10-27
District Department of the Environment,50.0,2009-10-26
Office of Motion Pictures & Television,149.99,2009-10-26
Office of Motion Pictures & Television,10.0,2009-10-26
Department of Health,420.75,2009-10-27
Fire & Emergency Medical Services,21.0,2009-10-26
Fire & Emergency Medical Services,40.0,2009-10-27
Department of Public Works,53.34,2009-10-26
Department of Public Works,851.24,2009-10-27
Department of Health,912.0,2009-10-27
Office of Contracting & Procurement,50.0,2009-10-27
Department of Public Works,1491.34,2009-10-26
Fire & Emergency Medical Services,921.19,2009-10-27
Fire & Emergency Medical Services,21.05,2009-10-26
Commission on Arts & Humanities,498.0,2009-10-28
Fire & Emergency Medical Services,886.35,2009-10-27
Fire & Emergency Medical Services,11.98,2009-10-27
Fire & Emergency Medical Services,1184.54,2009-10-27
Fire & Emergency Medical Services,288.0,2009-10-26
Commission on Arts & Humanities,749.0,2009-10-22
Commission on Arts & Humanities,100.49,2009-10-27
Department of Public Works,19.51,2009-10-27
Department of Property Management,2472.6,2009-10-28
DC Department of Human Resources,264.2,2009-10-27
City Administrator/Deputy Mayor,150.0,2009-10-27
City Administrator/Deputy Mayor,150.0,2009-10-27
City Administrator/Deputy Mayor,39.98,2009-10-28
City Administrator/Deputy Mayor,-203.64,2009-10-29
Department of Corrections,149.9,2009-10-28
District Department of Transportation,21.12,2009-10-27
District Department of Transportation,25.4,2009-10-27
District Department of Transportation,1720.37,2009-10-28
District Department of Transportation,330.0,2009-10-28
District Department of Transportation,330.0,2009-10-28
Office of the Attorney General,924.0,2009-10-27
Department of Property Management,174.49,2009-10-27
DC Public Library,615.0,2009-10-28
DC Public Library,46.65,2009-10-28
Disability Compensation Fund,300.0,2009-10-27
Fire & Emergency Medical Services,179.53,2009-10-27
Office on Aging,780.0,2009-10-30
Office on Aging,469.5,2009-10-29
Fire & Emergency Medical Services,-96.0,2009-10-28
Fire & Emergency Medical Services,251.22,2009-10-30
Board of Real Property Assessment & Appeals,746.87,2009-10-30
Department of Health,1658.04,2009-10-30
Criminal Justice Coordinating Council,615.25,2009-10-30
Contract Appeals Board,63.8,2009-10-29
Department on Disability Services,330.78,2009-10-29
Department on Disability Services,329.2,2009-10-30
Department of Health,288.96,2009-10-29
DC Lottery & Charitable Games Control Board,99.0,2009-10-30
Department of Employment Services,420.05,2009-10-31
Fire & Emergency Medical Services,1182.5,2009-09-21
Metropolitan Police Department,309.2,2009-09-18
Metropolitan Police Department,309.2,2009-09-18
Department of Property Management,1397.5,2009-09-18
Department of Property Management,25.8,2009-09-18
Department of Property Management,173.0,2009-09-18
Office of Latino Affairs,505.62,2009-09-21
Office of the Mayor,21.69,2009-09-21
Metropolitan Police Department,290.0,2009-09-21
Metropolitan Police Department,164.6,2009-09-18
Department of Public Works,225.0,2009-09-21
District Department of the Environment,15.93,2009-09-21
Department of Mental Health,1400.0,2009-09-21
Department of Health,9.35,2009-09-21
Department of Health,5.08,2009-09-21
Department of Property Management,230.5,2009-09-21
Department of Property Management,319.21,2009-09-22
Department of Property Management,342.0,2009-09-22
Department of Property Management,85.68,2009-09-22
Department of Property Management,446.41,2009-09-22
Department of Property Management,189.88,2009-09-22
District Department of Transportation,49.16,2009-09-22
District Department of Transportation,23.73,2009-09-22
Office of the Chief Medical Examiner,4984.0,2009-09-22
Office of the Tenant Advocate,8.0,2009-09-22
Board of Elections & Ethics,168.99,2009-09-22
Department of Public Works,1007.4,2009-09-22
Office of the Chief Technology Officer,361.97,2009-09-22
Office of Justice Grants Administration,211.4,2009-09-22
Metropolitan Police Department,4202.51,2009-09-22
University of the District of Columbia,182.16,2009-09-21
University of the District of Columbia,348.0,2009-09-22
District Department of Transportation,-6.78,2009-09-15
Department of Motor Vehicles,-41.8,2009-09-21
Department on Disability Services,4000.0,2009-09-22
Department of Human Services,139.6,2009-09-21
Department of Human Services,285.2,2009-09-21
Department of  Youth Rehabilitation Services,2200.0,2009-09-22
DC Department of Human Resources,1636.37,2009-09-21
DC Public Library,479.0,2009-09-22
Fire & Emergency Medical Services,280.0,2009-09-21
Fire & Emergency Medical Services,148.5,2009-09-22
Fire & Emergency Medical Services,250.0,2009-09-22
DC Public Library,1444.7,2009-09-22
DC Public Library,237.29,2009-09-22
Office of the State Superintendent of Education,198.0,2009-09-23
Office of the State Superintendent of Education,107.25,2009-09-22
Office of the State Superintendent of Education,198.0,2009-09-23
Department of Mental Health,-39.24,2009-10-29
Department of  Youth Rehabilitation Services,33.98,2009-10-30
Commission of Judicial Disabilities & Tenure,1045.99,2009-10-30
Department of Human Services,441.05,2009-11-01
Department of Health,1155.82,2009-10-29
Department of Consumer & Regulatory Affairs,65.01,2009-10-30
Department of Employment Services,47.31,2009-10-29
Department of Employment Services,282.2,2009-10-29
Department of Employment Services,2050.0,2009-10-30
Department of Employment Services,309.2,2009-10-29
Department of Housing & Community Development,709.96,2009-10-30
Department of Motor Vehicles,276.0,2009-10-26
Department of  Youth Rehabilitation Services,276.0,2009-10-27
Department of Corrections,104.9,2009-10-27
Department of Corrections,64.95,2009-10-27
Fire & Emergency Medical Services,214.75,2009-10-26
Department of Consumer & Regulatory Affairs,158.21,2009-10-26
Department of Public Works,1411.14,2009-10-27
Department of Motor Vehicles,30.0,2009-10-26
Office of the Attorney General,299.2,2009-10-26
District Department of Transportation,1925.0,2009-10-27
Department of Property Management,569.0,2009-10-27
DC Public Library,679.39,2009-10-27
DC Public Library,1599.6,2009-10-27
Office of Public Educational Facilities Modernization,600.0,2009-10-27
Disability Compensation Fund,46.99,2009-10-28
Department of Health,315.0,2009-10-27
Department of Housing & Community Development,850.0,2009-10-26
Department of Housing & Community Development,124.0,2009-10-26
Office of Zoning,1100.0,2009-10-27
Department of Public Works,390.0,2009-10-26
Department of Public Works,2500.0,2009-10-27
Department of  Youth Rehabilitation Services,14.5,2009-10-27
Fire & Emergency Medical Services,267.01,2009-10-27
Fire & Emergency Medical Services,462.08,2009-10-27
Department of Housing & Community Development,54.0,2009-10-27
Office of Zoning,176.0,2009-10-28
Office of Zoning,1953.12,2009-10-28
Department of Public Works,1342.5,2009-10-29
Department of  Youth Rehabilitation Services,716.14,2009-10-28
Department of  Youth Rehabilitation Services,734.18,2009-10-28
Department of  Youth Rehabilitation Services,9.9,2009-10-27
Department of  Youth Rehabilitation Services,63.38,2009-10-27
Department of  Youth Rehabilitation Services,46.0,2009-10-27
Department of  Youth Rehabilitation Services,57.0,2009-10-29
Department of Health,100.0,2009-10-27
Department of Health,346.4,2009-10-27
Office of the Chief Financial Officer,363.99,2009-10-27
Homeland Security/Emergency Management,400.1,2009-10-28
District Department of the Environment,95.0,2009-10-27
Department of Health,403.92,2009-10-27
Department of Health,403.92,2009-10-27
Department of Health,132.15,2009-10-27
Department of Health,164.68,2009-10-27
Office of Municipal Planning,239.0,2009-10-27
Department of Housing & Community Development,315.0,2009-10-30
Department of Housing & Community Development,299.5,2009-10-30
Department of Housing & Community Development,271.0,2009-10-30
Department of Housing & Community Development,89.5,2009-10-29
Department of Health,469.68,2009-10-30
Department of Health,469.68,2009-10-30
District Department of Transportation,1188.5,2009-09-22
Office of the Chief Medical Examiner,554.4,2009-09-21
Office of the Chief Medical Examiner,20.0,2009-09-21
Office of the Secretary,1778.33,2009-09-21
Department on Disability Services,1250.93,2009-09-22
Department of Parks & Recreation,280.0,2009-09-22
Office of Police Complaints,35.53,2009-09-22
Office of Police Complaints,250.0,2009-09-22
Child & Family Services Administration,200.53,2009-09-23
Office of the Inspector General,563.98,2009-09-24
Office of the Inspector General,260.45,2009-09-24
Serve DC,4662.0,2009-09-25
Department on Disability Services,185.63,2009-09-24
Office of the Chief Medical Examiner,1929.66,2009-09-25
Department of Health,407.55,2009-09-24
Department of Health,1492.51,2009-09-24
District Department of Transportation,1500.0,2009-09-24
District Department of Transportation,259.37,2009-09-24
Office of Unified Communications,660.0,2009-09-24
Office of Contracting & Procurement,257.0,2009-09-23
Department of Property Management,595.0,2009-09-24
Office of the Mayor,514.55,2009-09-23
Office of the Mayor,450.44,2009-09-23
Office of the Mayor,37.99,2009-09-23
Office of the Mayor,152.84,2009-09-23
Department of Parks & Recreation,332.31,2009-09-24
DC Department of Human Resources,1253.24,2009-09-24
Fire & Emergency Medical Services,515.1,2009-09-23
Fire & Emergency Medical Services,377.63,2009-09-23
Fire & Emergency Medical Services,2445.0,2009-09-24
Fire & Emergency Medical Services,857.8,2009-09-24
Office of Contracting & Procurement,133.86,2009-09-23
Office of Contracting & Procurement,401.58,2009-09-24
Office of Contracting & Procurement,70.8,2009-09-23
Office of Partnership & Grant Services,62.4,2009-09-24
Office of Partnership & Grant Services,810.0,2009-09-24
Office of Partnership & Grant Services,810.0,2009-09-24
Office of Partnership & Grant Services,810.0,2009-09-24
Office of Partnership & Grant Services,64.7,2009-09-24
DC Public Library,3000.0,2009-09-24
Department of Corrections,656.7,2009-09-23
Department of Corrections,1240.0,2009-09-24
Department of  Youth Rehabilitation Services,832.32,2009-09-24
Department of  Youth Rehabilitation Services,3605.52,2009-09-24
Department of  Youth Rehabilitation Services,4464.0,2009-09-24
Child & Family Services Administration,1557.0,2009-09-24
DC Sentencing & Criminal Code Review Committee,149.95,2009-09-23
DC Sentencing & Criminal Code Review Committee,349.99,2009-09-22
Office of Finance & Resource Management,3210.0,2009-09-25
Office of Finance & Resource Management,4689.0,2009-09-25
Office of the Chief Technology Officer,770.0,2009-09-24
Department of Public Works,773.32,2009-09-23
Department of Public Works,207.5,2009-09-24
City Administrator/Deputy Mayor,330.0,2009-09-24
City Administrator/Deputy Mayor,825.0,2009-09-24
City Administrator/Deputy Mayor,1889.9,2009-09-24
Office of Contracting & Procurement,48.0,2009-09-25
Judicial Nomination Commission,349.98,2009-09-25
Department of Health,141.25,2009-10-30
Department of Health,141.25,2009-10-30
Metropolitan Police Department,102.44,2009-10-29
Department of  Youth Rehabilitation Services,375.6,2009-10-30
Department of  Youth Rehabilitation Services,81.6,2009-10-30
Homeland Security/Emergency Management,524.92,2009-10-30
Office of Zoning,1749.0,2009-10-29
Office of Unified Communications,1476.84,2009-10-30
Office of Municipal Planning,1350.0,2009-10-30
Office of Municipal Planning,45.0,2009-10-30
Office of the Secretary,672.0,2009-10-29
Department of Employment Services,22.69,2009-10-30
Department of Employment Services,1730.0,2009-10-31
Office of the Chief Financial Officer,234.78,2009-10-29
District Department of the Environment,2174.9,2009-10-30
Department of Consumer & Regulatory Affairs,500.0,2009-10-30
Department of Consumer & Regulatory Affairs,511.96,2009-10-30
Fire & Emergency Medical Services,969.05,2009-10-29
Department of  Youth Rehabilitation Services,10.3,2009-10-25
Department of  Youth Rehabilitation Services,20.28,2009-10-27
Department of  Youth Rehabilitation Services,305.0,2009-10-27
Criminal Justice Coordinating Council,2237.57,2009-10-28
Department of Health,19.95,2009-10-26
Department of Health,394.3,2009-10-26
Department on Disability Services,28.0,2009-10-26
Metropolitan Police Department,198.0,2009-10-26
Metropolitan Police Department,174.0,2009-10-26
Metropolitan Police Department,-198.0,2009-10-26
Department of Corrections,35.91,2009-10-26
Fire & Emergency Medical Services,2161.7,2009-10-26
Department of Property Management,744.7,2009-10-27
Department of Property Management,225.0,2009-10-27
Child & Family Services Administration,1140.0,2009-10-27
Office of Latino Affairs,111.5,2009-10-27
Office of Latino Affairs,79.08,2009-10-27
Office of the State Superintendent of Education,125.0,2009-10-27
Office of the Chief Financial Officer,-122.22,2009-10-27
District Department of the Environment,1606.0,2009-10-28
District Department of Transportation,-89.0,2009-10-27
Department of Health,510.0,2009-10-28
Department of Health,195.0,2009-10-28
Department of Health,130.0,2009-10-27
Office of the Mayor,89.0,2009-10-28
Department on Disability Services,100.39,2009-10-28
Fire & Emergency Medical Services,2450.0,2009-09-25
Fire & Emergency Medical Services,2416.25,2009-09-25
Fire & Emergency Medical Services,2485.39,2009-09-27
Metropolitan Police Department,667.0,2009-09-25
District Department of Transportation,99.98,2009-09-24
District Department of Transportation,-1255.0,2009-09-24
District Department of Transportation,36.79,2009-09-25
District Department of Transportation,252.62,2009-09-25
District Department of Transportation,77.99,2009-09-25
District Department of Transportation,27.28,2009-09-25
Department of Motor Vehicles,284.0,2009-09-25
Department of Motor Vehicles,2053.28,2009-09-24
District Department of Transportation,175.0,2009-09-25
City Administrator/Deputy Mayor,1307.96,2009-09-25
City Administrator/Deputy Mayor,1307.96,2009-09-25
Department of Human Services,1006.98,2009-09-25
Department of Motor Vehicles,880.0,2009-09-25
Department of Motor Vehicles,880.0,2009-09-25
Department of Motor Vehicles,704.0,2009-09-25
Department of Motor Vehicles,30.0,2009-09-25
Office of the Tenant Advocate,1024.0,2009-09-25
Office of the Tenant Advocate,2004.0,2009-09-25
Office of the Tenant Advocate,45.0,2009-09-25
Office of the Tenant Advocate,2786.0,2009-09-25
Office of the Tenant Advocate,2786.0,2009-09-25
Office of the Tenant Advocate,-82.43,2009-09-25
Fire & Emergency Medical Services,1134.0,2009-09-28
Fire & Emergency Medical Services,69.2,2009-09-25
Fire & Emergency Medical Services,278.38,2009-09-25
Department of  Youth Rehabilitation Services,478.4,2009-09-24
Department of  Youth Rehabilitation Services,453.15,2009-09-24
Office of the Chief Medical Examiner,736.7,2009-09-25
Office of the Chief Medical Examiner,116.88,2009-09-25
Office of the Chief Medical Examiner,1583.5,2009-09-25
Alcoholic Beverage Regulation Administration,2236.75,2009-09-24
Alcoholic Beverage Regulation Administration,227.98,2009-09-25
Alcoholic Beverage Regulation Administration,33.0,2009-09-25
Department of Housing & Community Development,2056.34,2009-09-24
Department of Housing & Community Development,620.21,2009-09-25
Department of Housing & Community Development,50.0,2009-09-25
Department of Housing & Community Development,165.0,2009-09-25
Department of Housing & Community Development,103.5,2009-09-25
DC Public Library,774.9,2009-09-25
DC Public Library,682.67,2009-09-25
DC Public Library,90.32,2009-09-25
Office of Disability Rights,116.0,2009-09-24
DC Public Library,964.34,2009-09-25
DC Public Library,410.0,2009-09-25
DC Public Library,92.5,2009-09-26
District Department of Transportation,438.64,2009-09-25
Fire & Emergency Medical Services,706.99,2009-09-24
