AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Metropolitan Police Department,785.57,2009-07-02
District Department of Transportation,16.08,2009-05-18
District Department of Transportation,58.65,2009-01-17
Fire & Emergency Medical Services,42.09,2009-11-04
Fire & Emergency Medical Services,1267.16,2009-01-31
Office of the Chief Financial Officer,-6.66,2009-03-17
Office of the Chief Technology Officer,4.78,2009-04-26
District Department of Transportation,292.08,2009-02-14
DC Public Library,33.29,2009-04-04
Office of the Tenant Advocate,13.35,2009-01-30
Fire & Emergency Medical Services,171.12,2009-03-02
Department of Property Management,2093.26,2009-08-29
Department of  Youth Rehabilitation Services,17.52,2009-10-23
Department of Human Services,2677.86,2009-01-20
DC Public Library,38.65,2009-08-23
Department of Public Works,897.85,2009-03-30
Department of Parks & Recreation,163.43,2009-04-22
Office of the State Superintendent of Education,37.99,2009-01-19
Metropolitan Police Department,-11.6,2009-01-18
Department of Corrections,193.93,2009-04-27
Department of Motor Vehicles,69.36,2009-07-16
Fire & Emergency Medical Services,30.84,2009-02-12
Department of Employment Services,470.58,2009-03-04
University of the District of Columbia,2082.74,2009-08-24
Criminal Justice Coordinating Council,959.86,2009-08-23
DC Department of Human Resources,41.43,2009-02-23
Fire & Emergency Medical Services,44.0,2009-03-18
Office of the Attorney General,810.4,2009-08-10
Metropolitan Police Department,2305.45,2009-09-24
Office of Partnership & Grant Services,613.44,2009-08-13
Department of Parks & Recreation,46.76,2009-08-29
Fire & Emergency Medical Services,66.18,2009-09-29
Office of the Inspector General,2070.7,2009-08-21
District Department of the Environment,166.55,2009-08-18
Fire & Emergency Medical Services,531.84,2009-01-22
Serve DC,67.48,2009-06-30
Department of Human Services,-44.45,2009-09-01
District Department of Transportation,95.57,2009-02-14
Department of Human Services,1466.79,2009-02-07
Department of Health,18.47,2009-08-15
University of the District of Columbia,54.68,2009-08-16
Department of Consumer & Regulatory Affairs,769.17,2009-08-20
Fire & Emergency Medical Services,202.42,2009-11-25
Department of Employment Services,377.7,2009-08-13
Office on Asian/Pacific Affairs,74.8,2009-09-21
Office of the Chief Medical Examiner,78.23,2009-08-28
Homeland Security/Emergency Management,75.99,2009-04-25
DC Public Library,29.83,2009-07-06
Office of the Chief Financial Officer,-2.86,2009-06-10
Office of the Chief Financial Officer,1779.07,2009-08-21
Office of the Secretary,2091.6,2009-09-20
Department of Public Works,560.3,2009-06-06
Office of Municipal Planning,334.05,2009-05-07
Department of  Youth Rehabilitation Services,85.12,2009-02-02
Office of the Chief Financial Officer,1943.87,2009-07-16
DC Public Library,328.13,2009-11-02
Fire & Emergency Medical Services,644.15,2009-06-20
District Department of the Environment,-818.91,2009-08-15
District Department of Transportation,39.5,2009-04-23
Office of the State Superintendent of Education,-85.23,2009-09-17
Department of Corrections,-333.35,2009-07-05
Contract Appeals Board,32.61,2009-07-10
Department on Disability Services,92.41,2009-09-17
Department of Consumer & Regulatory Affairs,31.11,2009-03-15
Department of Public Works,42.17,2009-11-28
Fire & Emergency Medical Services,450.94,2009-09-21
Department of Employment Services,-450.96,2009-09-02
Office of Latino Affairs,83.52,2009-03-30
Metropolitan Police Department,-15.11,2009-09-03
Office of the State Superintendent of Education,16.79,2009-02-14
District Department of the Environment,467.08,2009-09-16
Metropolitan Police Department,-499.06,2009-02-22
Department of Mental Health,-35.95,2009-04-04
University of the District of Columbia,-12.36,2009-09-10
Office on Asian/Pacific Affairs,411.39,2009-08-27
Office of the Chief Financial Officer,0.99,2009-08-09
Department of Health,2148.23,2009-01-17
Office of Public Educational Facilities Modernization,-160.11,2009-08-30
Office of the State Superintendent of Education,-17.26,2009-04-17
Office of the Secretary,-22.52,2009-05-09
Department of Public Works,84.59,2009-01-14
Office of the State Superintendent of Education,27.68,2009-04-20
Office of the Chief Financial Officer,1654.02,2009-08-04
Department of Public Works,98.76,2009-03-11
Department of Public Works,26.79,2009-06-10
Fire & Emergency Medical Services,12.76,2009-07-24
Fire & Emergency Medical Services,1477.58,2008-12-28
Department of Housing & Community Development,151.87,2009-08-07
DC National Guard,1925.87,2009-08-20
Department of Health,-139.79,2009-04-07
Department of Employment Services,27.53,2009-08-24
Department of Consumer & Regulatory Affairs,1393.03,2009-06-15
Office of Contracting & Procurement,40.12,2009-09-18
District Department of Transportation,36.79,2009-09-05
District Department of the Environment,41.51,2009-08-12
Department of Corrections,2278.16,2009-04-15
Department of Mental Health,-291.26,2009-08-31
Department on Disability Services,29.46,2009-01-28
Fire & Emergency Medical Services,247.74,2009-05-08
Department on Disability Services,273.79,2009-11-06
Department of Human Services,74.34,2009-01-07
Metropolitan Police Department,11.28,2009-09-12
Fire & Emergency Medical Services,1761.78,2009-11-22
Fire & Emergency Medical Services,408.2,2009-03-14
Fire & Emergency Medical Services,71.24,2009-08-09
Department of Human Services,49.22,2009-10-05
Department of Corrections,26.75,2009-01-24
Department of Parks & Recreation,1951.69,2009-05-13
Department of Health,650.09,2009-08-27
Deputy Mayor for Economic Development,443.08,2009-03-10
Department of Property Management,2284.08,2009-09-09
Department on Disability Services,1752.86,2009-09-14
Office of the Tenant Advocate,270.62,2009-02-09
Department of Health,48.09,2009-09-08
Department of Health,829.3,2009-05-01
Office of the Chief Financial Officer,1973.26,2009-08-13
District Department of Transportation,0.53,2009-08-22
Office of the Chief Financial Officer,492.81,2009-09-13
Office of the Chief Medical Examiner,37.28,2009-07-30
District Department of Transportation,1782.06,2009-09-20
Department of Public Works,1363.73,2009-03-09
Department of Corrections,49.49,2009-08-19
Department of Public Works,-21.21,2009-08-24
Department of Mental Health,-1.65,2009-07-20
Metropolitan Police Department,1824.89,2009-04-25
Department of Employment Services,-6.71,2009-07-31
Department of Health,47.18,2009-09-15
Department of Motor Vehicles,-24.1,2009-04-30
Department of Public Works,395.32,2009-12-08
Department of Health,193.61,2009-09-20
Department of Health,220.82,2009-11-28
Fire & Emergency Medical Services,516.41,2009-04-17
District Department of Transportation,935.53,2009-02-18
Office of the State Superintendent of Education,1782.5,2009-02-19
District Department of Transportation,1546.78,2009-08-21
Office of the Attorney General,32.77,2009-08-02
Office of the Attorney General,3.8,2009-01-23
Fire & Emergency Medical Services,386.55,2009-09-11
Office of the Chief Financial Officer,13.53,2009-09-26
Fire & Emergency Medical Services,334.47,2009-08-14
Office of the Tenant Advocate,188.54,2009-03-10
Department of Health,7.92,2009-04-25
Metropolitan Police Department,166.14,2009-02-16
Department of Public Works,1854.24,2009-08-18
Department of  Youth Rehabilitation Services,17.57,2009-08-15
Department of Human Services,21.99,2009-11-30
Department of Corrections,276.98,2009-01-13
Department on Disability Services,198.88,2009-04-22
Office of the State Superintendent of Education,66.3,2009-09-20
University of the District of Columbia,902.97,2009-02-25
Department of Consumer & Regulatory Affairs,291.72,2009-11-19
Department of Health,43.95,2009-01-26
Department of Housing & Community Development,59.59,2009-09-28
Department of Public Works,240.84,2009-02-21
"Department of Insurance, Securities & Banking",1451.67,2009-09-18
Office of the Chief Financial Officer,-0.33,2009-02-14
Department of Health,19.47,2009-04-30
Department of Public Works,148.62,2009-12-11
Department of Public Works,188.51,2009-08-26
Metropolitan Police Department,-68.64,2009-02-02
Department on Disability Services,1907.36,2009-06-16
Fire & Emergency Medical Services,568.74,2009-06-29
Department of Consumer & Regulatory Affairs,847.01,2009-04-23
Department on Disability Services,1894.54,2009-08-17
District Department of Transportation,583.6,2009-03-10
Department of Mental Health,-35.36,2009-03-14
Office of the State Superintendent of Education,1755.62,2009-08-17
District Department of Transportation,337.29,2009-01-09
Office of the Inspector General,5.24,2009-08-01
Department of Consumer & Regulatory Affairs,1963.44,2009-03-08
Office of Community Affairs,899.56,2009-02-21
Department of Health,228.49,2009-04-01
Department of Human Services,156.35,2009-03-04
Department of Property Management,333.44,2009-02-06
District Department of Transportation,70.44,2009-03-08
Department on Disability Services,1832.65,2009-10-05
Department of Public Works,2240.01,2009-03-17
Metropolitan Police Department,-118.92,2009-05-06
City Administrator/Deputy Mayor,381.87,2009-09-09
Department of Health,3.76,2009-08-12
City Administrator/Deputy Mayor,34.33,2009-04-28
Office of Victim Services,404.92,2009-09-28
District Department of the Environment,31.2,2009-04-09
DC Public Library,1999.88,2009-02-17
Department of Health,1988.96,2009-05-05
Metropolitan Police Department,179.72,2009-05-07
Department of Health,-3.16,2009-09-10
Commission of Judicial Disabilities & Tenure,167.61,2009-02-18
Department of Corrections,92.5,2009-11-18
District Department of the Environment,82.73,2009-03-22
Department of Public Works,2405.58,2009-04-09
DC Sentencing & Criminal Code Review Committee,1755.9,2009-08-11
Department of Mental Health,-1111.8,2009-09-13
Department on Disability Services,39.53,2009-08-18
Office of the Chief Financial Officer,1229.8,2009-12-10
Department of Property Management,176.91,2009-09-19
Department of Human Services,60.15,2009-09-28
DC Public Library,0.74,2009-10-01
Department on Disability Services,718.17,2009-03-30
Department of Consumer & Regulatory Affairs,398.6,2009-01-21
Department of Corrections,202.28,2009-02-20
Department of Human Services,4.15,2009-08-28
Department of Motor Vehicles,-19.05,2009-08-27
Department on Disability Services,341.65,2009-09-22
Department of Property Management,2287.78,2009-12-03
Office of the State Superintendent of Education,216.83,2009-08-24
Department of Parks & Recreation,-101.54,2009-10-08
Department of  Youth Rehabilitation Services,441.07,2009-04-23
District Department of Transportation,29.81,2009-02-24
Serve DC,56.36,2009-08-21
Fire & Emergency Medical Services,1407.16,2009-08-29
Department of Public Works,175.56,2009-03-03
Serve DC,-37.67,2009-04-16
Commission on Arts & Humanities,1803.15,2009-08-15
Office of Contracting & Procurement,1879.36,2009-12-17
Office of the State Superintendent of Education,1667.74,2009-09-12
Office of the Attorney General,55.46,2009-01-05
DC Public Library,-32.12,2009-03-16
Department of  Youth Rehabilitation Services,85.72,2009-03-31
Office of the Chief Financial Officer,123.56,2009-12-05
Fire & Emergency Medical Services,2212.85,2009-02-12
Department of Employment Services,-82.5,2009-10-13
District Department of the Environment,512.06,2009-08-21
Department of Health,-1054.02,2009-04-16
DC Public Library,1378.99,2009-08-26
Department of  Youth Rehabilitation Services,36.96,2009-04-17
District Department of Transportation,228.96,2009-09-27
Criminal Justice Coordinating Council,2145.82,2009-03-03
Office of the State Superintendent of Education,-1.14,2009-02-22
Fire & Emergency Medical Services,1784.43,2009-10-09
Department of Parks & Recreation,369.64,2009-04-07
Fire & Emergency Medical Services,2321.27,2009-12-01
Office of Unified Communications,274.44,2009-01-13
Office of the Inspector General,1186.95,2009-03-29
Office of the Chief Financial Officer,-29.58,2009-08-19
Fire & Emergency Medical Services,141.69,2009-02-08
District Department of Transportation,73.9,2009-08-19
Department of Health,216.35,2009-04-23
Fire & Emergency Medical Services,599.38,2009-09-20
Fire & Emergency Medical Services,439.01,2009-04-03
Department of Health,105.55,2009-03-18
Department of Consumer & Regulatory Affairs,356.85,2009-08-15
Department of Consumer & Regulatory Affairs,-635.25,2009-04-01
DC Public Library,767.42,2009-09-22
Department of Human Services,158.48,2009-09-15
Department of Mental Health,-52.62,2009-02-20
Department of  Youth Rehabilitation Services,15.56,2009-08-11
Office of the Inspector General,21.14,2009-08-17
DC Office of Risk Management,41.03,2009-05-20
District Department of Transportation,2715.44,2009-04-17
Fire & Emergency Medical Services,47.7,2009-04-26
Department of Health,51.06,2009-06-20
Fire & Emergency Medical Services,2091.7,2009-04-10
Office of Municipal Planning,1255.82,2009-07-23
Fire & Emergency Medical Services,21.66,2009-04-16
Department of Public Works,253.76,2009-08-22
Serve DC,51.46,2009-05-07
DC Department of Human Resources,36.13,2009-04-18
DC Public Library,-199.73,2009-09-09
Metropolitan Police Department,459.46,2009-04-21
Department of Health,-11.04,2009-06-21
Fire & Emergency Medical Services,529.13,2009-02-03
Office of the Attorney General,629.15,2009-09-17
Office of Contracting & Procurement,528.48,2009-04-24
Department of Health,47.93,2009-03-01
University of the District of Columbia,25.59,2009-08-20
Metropolitan Police Department,15.61,2009-09-19
District Department of Transportation,145.09,2009-08-15
Metropolitan Police Department,142.04,2009-01-16
Department of Health,258.89,2009-08-27
Department of Public Works,317.91,2009-03-14
Office of the Mayor,704.2,2009-09-04
Department of Motor Vehicles,-2579.0,2009-05-11
Office of the Chief Financial Officer,161.42,2009-09-26
Department of Consumer & Regulatory Affairs,28.21,2009-07-05
Fire & Emergency Medical Services,56.3,2009-02-25
Department of Motor Vehicles,324.59,2009-08-14
Office of the Chief Financial Officer,214.92,2009-09-14
Alcoholic Beverage Regulation Administration,-593.14,2009-03-27
Department of Health,284.8,2009-01-02
Office of the Inspector General,-1129.76,2009-04-07
District Department of Transportation,508.24,2009-08-31
Department of Consumer & Regulatory Affairs,9.68,2009-12-17
Department of Motor Vehicles,54.59,2009-02-22
Office of Zoning,23.6,2009-08-08
"Department of Insurance, Securities & Banking",23.47,2009-09-01
Department of  Youth Rehabilitation Services,2378.65,2009-06-27
Office of the State Superintendent of Education,1696.31,2009-11-03
Department of Human Services,2146.52,2009-04-10
Department of Health,-6.59,2009-03-23
Department of Motor Vehicles,143.41,2009-09-08
Department of Human Services,82.38,2009-10-18
Office of the State Superintendent of Education,2176.35,2009-05-05
District Department of Transportation,62.99,2009-02-22
Metropolitan Police Department,303.53,2009-10-31
Department of Health,2150.18,2009-08-11
City Administrator/Deputy Mayor,195.66,2008-12-27
DC Public Library,35.79,2009-08-14
Fire & Emergency Medical Services,2339.27,2009-09-16
Metropolitan Police Department,267.11,2009-08-26
Metropolitan Police Department,2110.75,2009-05-24
Office of Contracting & Procurement,251.98,2009-01-23
Office of the State Superintendent of Education,153.74,2009-03-01
DC Sentencing & Criminal Code Review Committee,151.01,2009-01-09
Office of Human Rights,-154.47,2009-11-29
Department of Housing & Community Development,26.03,2009-08-01
Child & Family Services Administration,-11.53,2009-02-26
Office of the State Superintendent of Education,386.58,2009-08-14
Office of Contracting & Procurement,270.09,2009-09-12
Office of Human Rights,153.83,2009-04-21
Fire & Emergency Medical Services,561.63,2009-08-16
District Department of Transportation,51.34,2009-12-06
Department on Disability Services,46.89,2009-10-27
Commission on Arts & Humanities,378.86,2009-01-12
Office of the State Superintendent of Education,127.97,2009-02-17
Office of the Tenant Advocate,621.15,2009-01-24
Serve DC,58.26,2009-08-24
Department on Disability Services,355.4,2009-03-13
District Department of the Environment,1.12,2009-11-25
Office of the State Superintendent of Education,1904.94,2009-03-19
Fire & Emergency Medical Services,2032.76,2009-05-18
DC Public Library,23.18,2009-12-07
Department of Health,188.04,2009-03-04
DC Department of Human Resources,-77.64,2009-08-27
Department of Health,24.93,2009-05-23
Metropolitan Police Department,449.74,2009-08-18
Contract Appeals Board,-2613.27,2009-09-06
Office of the Tenant Advocate,18.3,2009-08-22
Office of Latino Affairs,225.97,2009-07-11
Department on Disability Services,1706.1,2009-09-06
Office of Victim Services,-14.15,2009-09-22
University of the District of Columbia,362.18,2009-08-03
DC Public Library,-11.85,2009-08-12
Department of Health,467.15,2009-01-20
District Department of Transportation,69.09,2009-03-31
Department of Parks & Recreation,18.8,2009-05-11
Fire & Emergency Medical Services,2069.5,2009-05-20
Department of Corrections,57.46,2009-01-08
Department of Health,-0.35,2009-03-11
Department on Disability Services,1668.32,2009-02-06
Department of Human Services,-189.75,2009-02-07
Department of Parks & Recreation,62.89,2009-03-05
Fire & Emergency Medical Services,-655.98,2009-08-01
District Department of the Environment,68.92,2009-07-02
Commission on Arts & Humanities,-202.91,2009-11-03
Department of Corrections,278.34,2009-11-14
Office of the Chief Financial Officer,34.11,2009-04-17
Department of Employment Services,72.75,2009-07-15
Department of Corrections,254.24,2009-02-20
Office of Police Complaints,0.03,2009-04-19
Office of Finance & Resource Management,-14.29,2009-09-14
DC Public Library,8.38,2009-08-31
Metropolitan Police Department,14.08,2009-03-12
Department on Disability Services,37.16,2009-11-14
Office of the Tenant Advocate,36.46,2009-03-22
Office of the Tenant Advocate,54.69,2009-09-25
Department of Health Care Finance,998.76,2009-03-11
Office of Police Complaints,44.72,2009-08-05
Department of Employment Services,30.42,2009-09-04
Metropolitan Police Department,1872.02,2009-08-17
Department of Health,-12.52,2009-11-18
Fire & Emergency Medical Services,639.38,2009-08-14
Department of Public Works,45.54,2009-04-12
Department of Human Services,1149.57,2008-12-31
Department of Motor Vehicles,456.94,2009-12-05
Fire & Emergency Medical Services,1607.36,2009-02-15
District Department of the Environment,152.93,2009-09-18
Department of Public Works,2032.7,2009-08-08
Fire & Emergency Medical Services,315.35,2009-07-23
Department of Consumer & Regulatory Affairs,-19.8,2009-05-15
Fire & Emergency Medical Services,70.96,2009-08-16
Fire & Emergency Medical Services,2067.34,2009-10-28
City Administrator/Deputy Mayor,-1471.28,2009-03-13
Department of Health,1887.64,2009-08-18
District Department of Transportation,64.52,2009-05-04
Department of  Youth Rehabilitation Services,-1491.7,2009-03-22
Department of Consumer & Regulatory Affairs,-13.33,2009-09-25
Department of Motor Vehicles,344.86,2009-04-10
University of the District of Columbia,210.81,2009-07-23
Department of Employment Services,26.7,2009-03-20
Department of Public Works,53.95,2009-02-11
Fire & Emergency Medical Services,226.89,2009-03-28
Fire & Emergency Medical Services,2152.92,2009-12-03
Fire & Emergency Medical Services,245.2,2009-09-12
Department of Mental Health,945.42,2009-05-04
Commission on Arts & Humanities,1701.93,2009-08-19
District Department of Transportation,26.91,2009-03-05
District Department of the Environment,554.5,2009-01-19
Department of Consumer & Regulatory Affairs,91.4,2009-04-18
Department of Health,1998.79,2009-07-13
Metropolitan Police Department,178.67,2009-04-03
DC Public Library,2033.07,2009-08-13
Department of  Youth Rehabilitation Services,-226.45,2009-03-30
Department on Disability Services,9.57,2008-12-30
Department of Parks & Recreation,29.99,2009-01-28
Office of the Chief Financial Officer,-109.24,2009-08-22
District Department of the Environment,1073.2,2009-01-25
Department on Disability Services,227.05,2009-03-15
Office on Aging,25.63,2009-12-04
Office of the Chief Medical Examiner,194.3,2009-01-21
Department of Employment Services,55.05,2009-03-21
DC Department of Human Resources,105.58,2009-08-23
District Department of Transportation,214.47,2009-01-30
Office of Human Rights,1767.9,2009-08-22
Fire & Emergency Medical Services,189.52,2009-03-14
Department of Corrections,65.62,2009-05-16
DC Public Library,138.82,2009-10-28
Department of Health,1187.87,2009-05-07
Fire & Emergency Medical Services,1955.13,2009-05-11
Fire & Emergency Medical Services,49.64,2009-09-05
Office of Contracting & Procurement,21.59,2009-08-27
Office of Latino Affairs,339.14,2009-03-06
Office of Latino Affairs,957.76,2009-09-18
Metropolitan Police Department,1.14,2009-02-08
District Department of Transportation,17.57,2009-09-01
Office of the State Superintendent of Education,10.18,2009-11-30
Deputy Mayor for Economic Development,54.43,2009-09-12
District Department of Transportation,72.05,2009-05-05
Office of Partnership & Grant Services,10.53,2009-05-04
Department of Consumer & Regulatory Affairs,49.76,2009-08-29
Office of Latino Affairs,53.7,2009-02-21
Department of Health,-48.59,2009-08-07
Fire & Emergency Medical Services,250.63,2009-09-29
Office of the Mayor,132.11,2009-08-26
Fire & Emergency Medical Services,17.94,2009-01-28
Department of Health,8.98,2009-12-06
Department of Mental Health,38.99,2009-02-19
Fire & Emergency Medical Services,958.17,2009-05-28
District Department of Transportation,25.03,2009-09-30
Office of the Chief Technology Officer,181.88,2009-08-28
Department of Health,308.22,2009-07-31
Office of Justice Grants Administration,1858.82,2009-11-28
University of the District of Columbia,40.17,2009-09-19
Fire & Emergency Medical Services,88.23,2009-04-22
Department of Consumer & Regulatory Affairs,2442.65,2009-04-01
District Department of Transportation,62.81,2009-04-27
Department on Disability Services,133.86,2009-08-21
Department of Housing & Community Development,24.82,2009-02-26
Department on Disability Services,114.99,2009-09-19
Department of Consumer & Regulatory Affairs,219.6,2009-01-14
Department of Housing & Community Development,174.27,2009-08-01
Department of Health,911.51,2009-02-28
District Department of Transportation,73.06,2009-07-30
City Administrator/Deputy Mayor,1814.74,2009-08-19
Metropolitan Police Department,18.78,2009-05-05
Fire & Emergency Medical Services,496.13,2009-09-24
Department of Public Works,21.36,2009-04-14
Fire & Emergency Medical Services,2305.73,2009-03-27
Alcoholic Beverage Regulation Administration,280.82,2009-10-20
Board of Elections & Ethics,-1251.11,2009-07-18
Department of Mental Health,2154.13,2009-08-11
Metropolitan Police Department,7.21,2009-08-04
Department of  Youth Rehabilitation Services,1506.09,2009-12-07
"Department of Insurance, Securities & Banking",11.29,2009-08-19
Fire & Emergency Medical Services,80.53,2009-09-24
Office of the Chief Financial Officer,1871.67,2009-04-01
Department of Public Works,265.69,2009-05-19
Department of Health,0.17,2009-03-31
Office of the Chief Technology Officer,1950.56,2009-11-17
Department of Corrections,1878.84,2009-11-06
District Department of the Environment,25.4,2009-06-22
Department of Employment Services,15.82,2009-08-23
Office of the Mayor,-332.14,2009-02-22
Department of Consumer & Regulatory Affairs,696.03,2009-02-26
Department of Health,384.26,2009-01-21
Fire & Emergency Medical Services,56.39,2009-04-04
Fire & Emergency Medical Services,233.46,2009-03-27
Department of Human Services,259.0,2009-09-22
District Department of Transportation,-82.43,2009-08-22
Commission of Judicial Disabilities & Tenure,1601.51,2009-08-14
Office of Cable TV,200.94,2009-04-22
Office of the Inspector General,1636.78,2009-08-04
District Department of the Environment,158.65,2009-03-08
Metropolitan Police Department,22.95,2009-11-07
Office of Unified Communications,265.85,2009-03-27
Department of  Youth Rehabilitation Services,-209.66,2009-08-23
District Department of Transportation,162.98,2009-09-11
Department of Health,76.26,2009-03-31
Department of Property Management,52.31,2009-09-20
Office of the Attorney General,1782.51,2009-01-07
Fire & Emergency Medical Services,1938.68,2009-07-27
Office of the Chief Financial Officer,68.53,2009-02-23
District Department of the Environment,2121.61,2009-09-07
Fire & Emergency Medical Services,219.85,2009-08-14
Department of  Youth Rehabilitation Services,49.29,2009-05-13
Department of Parks & Recreation,37.23,2009-04-25
Commission of Judicial Disabilities & Tenure,-391.57,2009-09-07
Fire & Emergency Medical Services,267.24,2009-08-16
Department of Mental Health,137.85,2009-08-28
District Department of Transportation,43.48,2009-05-19
District Department of the Environment,459.52,2009-08-13
DC Department of Human Resources,-30.52,2009-06-14
Department of Public Works,-222.53,2009-12-04
Department of Public Works,210.4,2009-02-23
District Department of the Environment,161.94,2009-08-08
Department of Public Works,45.45,2009-11-27
Department of Mental Health,-17.5,2009-08-07
Office of the Mayor,722.7,2009-09-01
Metropolitan Police Department,370.07,2009-04-12
Department of Human Services,2056.91,2009-08-23
Office of the Chief Technology Officer,36.2,2009-02-08
Office of Contracting & Procurement,-13.47,2009-08-12
Office of the Chief Financial Officer,234.98,2009-03-07
"Department of Insurance, Securities & Banking",27.26,2009-03-29
Office of Municipal Planning,144.41,2009-12-02
District Department of the Environment,8.63,2009-09-01
Department of Parks & Recreation,0.19,2009-10-15
Office of Latino Affairs,28.1,2009-10-13
Fire & Emergency Medical Services,-1719.71,2009-08-12
Department of Health,21.25,2009-02-11
Office of the Chief Financial Officer,10.82,2009-05-06
Office of the Chief Technology Officer,67.12,2009-08-20
Metropolitan Police Department,1.61,2009-04-05
District Department of the Environment,2283.29,2009-09-30
Department of Human Services,17.6,2009-08-17
Department on Disability Services,1940.92,2009-09-20
Department of Health Care Finance,60.54,2009-02-19
Office of Municipal Planning,65.81,2009-01-25
Metropolitan Police Department,-664.06,2009-03-15
Office of Police Complaints,225.19,2009-04-13
Fire & Emergency Medical Services,36.25,2009-10-23
Department of Corrections,300.97,2009-02-14
District Department of the Environment,995.14,2009-12-01
Department of Health,1602.28,2009-08-23
District Department of Transportation,269.61,2009-01-22
Department of Motor Vehicles,30.11,2009-02-18
Fire & Emergency Medical Services,55.03,2009-04-13
Department of Public Works,2583.51,2009-03-12
Department of Parks & Recreation,2105.58,2009-09-06
District Department of Transportation,210.99,2009-12-08
Department on Disability Services,853.7,2009-08-27
Criminal Justice Coordinating Council,721.25,2009-06-02
Department of Health Care Finance,37.93,2009-03-06
Office of the Chief Financial Officer,1999.89,2009-12-07
District Department of the Environment,42.91,2009-04-25
DC Sentencing & Criminal Code Review Committee,-259.77,2009-04-23
Office on Aging,2276.21,2009-01-01
Department of  Youth Rehabilitation Services,69.68,2009-06-27
Fire & Emergency Medical Services,202.52,2009-03-27
District Department of Transportation,62.31,2009-08-17
Office of the Attorney General,17.19,2009-05-02
Department of Employment Services,33.28,2009-03-14
Office of the Chief Financial Officer,1017.0,2009-04-12
Department of Housing & Community Development,1974.61,2009-08-30
Metropolitan Police Department,2400.69,2009-12-02
Child & Family Services Administration,16.51,2009-03-05
Office of Contracting & Procurement,20.53,2009-08-12
Fire & Emergency Medical Services,43.32,2009-03-04
Department of  Youth Rehabilitation Services,555.33,2009-09-14
District Department of Transportation,156.51,2009-08-20
Office of the Mayor,-363.83,2009-08-19
Office of the Chief Financial Officer,169.69,2009-12-10
Fire & Emergency Medical Services,29.38,2009-07-13
Office of the State Superintendent of Education,-8.39,2009-03-02
District Department of Transportation,942.1,2009-08-14
Office of the Inspector General,136.76,2009-04-22
Department of Public Works,46.77,2009-06-10
Fire & Emergency Medical Services,50.98,2009-08-15
Metropolitan Police Department,81.86,2009-08-29
Department on Disability Services,74.05,2009-09-11
Office of the Attorney General,1980.45,2009-02-01
Office of the Attorney General,289.37,2009-08-20
Department on Disability Services,53.38,2009-06-11
Metropolitan Police Department,507.13,2009-06-15
Office of the Mayor,283.26,2009-04-05
Department of Public Works,202.69,2009-12-15
Office of Police Complaints,69.88,2009-01-30
District Department of Transportation,340.72,2009-01-17
Department of Human Services,51.95,2009-04-05
Department of Mental Health,18.42,2009-03-04
Department of Health,2210.14,2009-01-14
Office of Municipal Planning,2143.26,2009-10-03
Disability Compensation Fund,590.03,2009-04-29
Department of Motor Vehicles,1644.86,2009-07-21
Department of Employment Services,23.84,2009-06-20
Office of the Chief Technology Officer,1803.42,2009-04-13
Fire & Emergency Medical Services,50.5,2009-03-27
Deputy Mayor for Economic Development,1961.85,2009-11-25
Office of the Chief Financial Officer,1943.7,2009-09-24
Office of the Inspector General,285.21,2009-09-21
Office of the State Superintendent of Education,227.22,2009-01-18
Office of Municipal Planning,-482.22,2009-08-14
Department on Disability Services,1996.34,2009-02-19
Office of the State Superintendent of Education,13.35,2009-01-20
Department of Health,281.41,2009-07-14
Office on Aging,1873.59,2009-04-21
District Department of the Environment,351.36,2009-10-19
"Department of Insurance, Securities & Banking",1877.23,2009-09-03
Department of Public Works,71.68,2009-04-14
District Department of the Environment,75.92,2009-12-13
Fire & Emergency Medical Services,8.46,2009-11-21
Fire & Emergency Medical Services,-467.45,2009-08-10
Office of the Inspector General,17.64,2009-07-15
Department of Public Works,13.38,2009-07-02
Department of Human Services,314.77,2009-08-18
City Administrator/Deputy Mayor,446.38,2009-01-31
District Department of the Environment,33.16,2009-03-17
Department of Public Works,2123.37,2009-04-25
Department of Public Works,66.9,2009-09-15
Department of Human Services,76.51,2009-08-27
Office of the Inspector General,1803.27,2009-12-18
Department of Small & Local Business Development,307.64,2009-08-15
Department of Human Services,356.71,2009-05-31
Department of  Youth Rehabilitation Services,106.91,2009-04-25
Department of Mental Health,15.22,2009-05-11
District Department of the Environment,13.17,2009-01-17
Office of the Attorney General,39.32,2009-04-16
Office of the Chief Financial Officer,2258.35,2009-04-14
District Department of Transportation,470.82,2009-04-24
Office of the State Superintendent of Education,35.79,2009-04-03
Fire & Emergency Medical Services,18.58,2009-09-10
Department of Health,-37.18,2009-09-10
Department of  Youth Rehabilitation Services,18.67,2009-09-26
Department of Small & Local Business Development,1098.64,2009-02-04
Office of the Chief Financial Officer,-254.38,2009-04-07
Department of Education,108.83,2009-10-06
Department of Housing & Community Development,591.51,2009-08-18
Department of  Youth Rehabilitation Services,51.15,2009-01-25
University of the District of Columbia,230.94,2009-03-31
Metropolitan Police Department,36.93,2009-06-03
Fire & Emergency Medical Services,262.96,2009-02-14
Fire & Emergency Medical Services,31.81,2009-08-30
Department on Disability Services,402.95,2009-02-05
Metropolitan Police Department,42.96,2009-03-09
Department of Employment Services,26.24,2009-03-24
